dest_ip,metadata_region,metadata_service,metadata_network_border_group
205.251.200.0/23,GLOBAL,ROUTE53,GLOBAL
52.95.110.0/24,GLOBAL,ROUTE53,GLOBAL
205.251.192.0/21,GLOBAL,ROUTE53,GLOBAL
3.4.32.0/20,GLOBAL,ROUTE53,GLOBAL
63.246.114.0/23,GLOBAL,ROUTE53,GLOBAL
34.217.143.0/24,us-west-2,ROUTE53,us-west-2
52.82.176.0/22,cn-northwest-1,ROUTE53,cn-northwest-1
34.217.142.0/24,us-west-2,ROUTE53,us-west-2
3.4.24.0/23,us-gov-east-1,ROUTE53,us-gov-east-1
54.222.32.0/22,cn-north-1,ROUTE53,cn-north-1
51.0.140.0/23,eusc-de-east-1,ROUTE53,eusc-de-east-1
51.0.142.0/23,eusc-de-east-1,ROUTE53,eusc-de-east-1
51.0.136.0/23,eusc-de-east-1,ROUTE53,eusc-de-east-1
52.46.180.0/22,us-west-2,ROUTE53,us-west-2
18.196.222.0/24,eu-central-1,ROUTE53,eu-central-1
51.0.138.0/23,eusc-de-east-1,ROUTE53,eusc-de-east-1
52.82.180.0/22,cn-northwest-1,ROUTE53,cn-northwest-1
54.222.36.0/22,cn-north-1,ROUTE53,cn-north-1
52.46.184.0/22,eu-central-1,ROUTE53,eu-central-1
18.196.223.0/24,eu-central-1,ROUTE53,eu-central-1
3.4.26.0/23,us-gov-east-1,ROUTE53,us-gov-east-1
