dest_ip,metadata_region,metadata_service,metadata_network_border_group
13.245.127.232/30,af-south-1,AMAZON_APPFLOW,af-south-1
13.245.166.128/30,af-south-1,AMAZON_APPFLOW,af-south-1
13.245.166.132/30,af-south-1,AMAZON_APPFLOW,af-south-1
18.176.203.120/30,ap-northeast-1,AMAZON_APPFLOW,ap-northeast-1
3.113.218.76/30,ap-northeast-1,AMAZON_APPFLOW,ap-northeast-1
35.74.77.240/30,ap-northeast-1,AMAZON_APPFLOW,ap-northeast-1
3.34.89.192/30,ap-northeast-2,AMAZON_APPFLOW,ap-northeast-2
3.34.89.196/30,ap-northeast-2,AMAZON_APPFLOW,ap-northeast-2
3.36.245.232/30,ap-northeast-2,AMAZON_APPFLOW,ap-northeast-2
3.108.13.124/30,ap-south-1,AMAZON_APPFLOW,ap-south-1
3.6.70.76/30,ap-south-1,AMAZON_APPFLOW,ap-south-1
3.7.25.48/30,ap-south-1,AMAZON_APPFLOW,ap-south-1
18.141.238.68/30,ap-southeast-1,AMAZON_APPFLOW,ap-southeast-1
18.141.66.248/30,ap-southeast-1,AMAZON_APPFLOW,ap-southeast-1
18.141.66.252/30,ap-southeast-1,AMAZON_APPFLOW,ap-southeast-1
3.25.47.28/30,ap-southeast-2,AMAZON_APPFLOW,ap-southeast-2
3.25.47.32/30,ap-southeast-2,AMAZON_APPFLOW,ap-southeast-2
3.26.109.216/30,ap-southeast-2,AMAZON_APPFLOW,ap-southeast-2
3.96.2.68/30,ca-central-1,AMAZON_APPFLOW,ca-central-1
3.96.2.72/30,ca-central-1,AMAZON_APPFLOW,ca-central-1
3.98.171.196/30,ca-central-1,AMAZON_APPFLOW,ca-central-1
3.127.48.244/30,eu-central-1,AMAZON_APPFLOW,eu-central-1
3.127.48.248/30,eu-central-1,AMAZON_APPFLOW,eu-central-1
3.68.251.176/30,eu-central-1,AMAZON_APPFLOW,eu-central-1
3.248.186.92/30,eu-west-1,AMAZON_APPFLOW,eu-west-1
3.248.244.240/30,eu-west-1,AMAZON_APPFLOW,eu-west-1
3.251.152.44/30,eu-west-1,AMAZON_APPFLOW,eu-west-1
18.130.91.144/30,eu-west-2,AMAZON_APPFLOW,eu-west-2
18.130.91.148/30,eu-west-2,AMAZON_APPFLOW,eu-west-2
18.169.230.136/30,eu-west-2,AMAZON_APPFLOW,eu-west-2
13.36.84.44/30,eu-west-3,AMAZON_APPFLOW,eu-west-3
15.188.210.196/30,eu-west-3,AMAZON_APPFLOW,eu-west-3
15.188.210.200/30,eu-west-3,AMAZON_APPFLOW,eu-west-3
15.228.126.72/30,sa-east-1,AMAZON_APPFLOW,sa-east-1
18.229.100.112/30,sa-east-1,AMAZON_APPFLOW,sa-east-1
18.229.100.116/30,sa-east-1,AMAZON_APPFLOW,sa-east-1
3.235.189.100/30,us-east-1,AMAZON_APPFLOW,us-east-1
3.235.189.96/30,us-east-1,AMAZON_APPFLOW,us-east-1
44.194.111.224/30,us-east-1,AMAZON_APPFLOW,us-east-1
18.117.239.68/30,us-east-2,AMAZON_APPFLOW,us-east-2
3.12.23.88/30,us-east-2,AMAZON_APPFLOW,us-east-2
3.12.23.92/30,us-east-2,AMAZON_APPFLOW,us-east-2
3.101.177.20/30,us-west-1,AMAZON_APPFLOW,us-west-1
3.101.52.208/30,us-west-1,AMAZON_APPFLOW,us-west-1
3.101.52.212/30,us-west-1,AMAZON_APPFLOW,us-west-1
35.84.36.0/30,us-west-2,AMAZON_APPFLOW,us-west-2
44.234.73.116/30,us-west-2,AMAZON_APPFLOW,us-west-2
44.234.73.120/30,us-west-2,AMAZON_APPFLOW,us-west-2
