dest_ip,metadata_region,metadata_service,metadata_network_border_group
140.179.58.88/29,cn-north-1,EBS,cn-north-1
140.179.79.244/30,cn-north-1,EBS,cn-north-1
43.196.20.176/30,cn-north-1,EBS,cn-north-1
43.192.155.130/31,cn-northwest-1,EBS,cn-northwest-1
43.192.155.140/30,cn-northwest-1,EBS,cn-northwest-1
68.79.2.244/30,cn-northwest-1,EBS,cn-northwest-1
68.79.2.248/29,cn-northwest-1,EBS,cn-northwest-1
18.252.145.156/30,us-gov-east-1,EBS,us-gov-east-1
18.252.145.160/29,us-gov-east-1,EBS,us-gov-east-1
3.32.190.244/30,us-gov-west-1,EBS,us-gov-west-1
3.32.190.248/29,us-gov-west-1,EBS,us-gov-west-1
13.245.93.140/30,af-south-1,EBS,af-south-1
13.245.93.160/29,af-south-1,EBS,af-south-1
13.247.50.244/31,af-south-1,EBS,af-south-1
13.247.50.248/30,af-south-1,EBS,af-south-1
18.167.88.72/29,ap-east-1,EBS,ap-east-1
18.167.88.80/30,ap-east-1,EBS,ap-east-1
43.199.26.42/31,ap-east-1,EBS,ap-east-1
43.199.26.44/30,ap-east-1,EBS,ap-east-1
13.113.244.25/32,ap-northeast-1,EBS,ap-northeast-1
35.72.164.212/30,ap-northeast-1,EBS,ap-northeast-1
35.72.164.232/29,ap-northeast-1,EBS,ap-northeast-1
57.181.142.164/31,ap-northeast-1,EBS,ap-northeast-1
57.181.142.168/30,ap-northeast-1,EBS,ap-northeast-1
57.181.142.182/31,ap-northeast-1,EBS,ap-northeast-1
3.36.167.28/30,ap-northeast-2,EBS,ap-northeast-2
3.36.167.48/29,ap-northeast-2,EBS,ap-northeast-2
3.36.245.204/30,ap-northeast-2,EBS,ap-northeast-2
43.202.108.242/31,ap-northeast-2,EBS,ap-northeast-2
43.202.213.128/30,ap-northeast-2,EBS,ap-northeast-2
13.208.228.128/29,ap-northeast-3,EBS,ap-northeast-3
13.208.228.136/30,ap-northeast-3,EBS,ap-northeast-3
15.152.133.252/31,ap-northeast-3,EBS,ap-northeast-3
15.168.105.168/30,ap-northeast-3,EBS,ap-northeast-3
13.200.142.112/30,ap-south-1,EBS,ap-south-1
13.200.142.82/31,ap-south-1,EBS,ap-south-1
65.1.103.192/29,ap-south-1,EBS,ap-south-1
65.1.103.200/30,ap-south-1,EBS,ap-south-1
13.213.20.132/30,ap-southeast-1,EBS,ap-southeast-1
13.213.20.136/29,ap-southeast-1,EBS,ap-southeast-1
47.128.82.100/31,ap-southeast-1,EBS,ap-southeast-1
47.129.23.128/30,ap-southeast-1,EBS,ap-southeast-1
3.107.11.160/31,ap-southeast-2,EBS,ap-southeast-2
3.107.11.164/30,ap-southeast-2,EBS,ap-southeast-2
3.26.82.236/30,ap-southeast-2,EBS,ap-southeast-2
3.26.82.240/29,ap-southeast-2,EBS,ap-southeast-2
15.157.167.28/30,ca-central-1,EBS,ca-central-1
3.97.192.112/29,ca-central-1,EBS,ca-central-1
3.98.171.92/30,ca-central-1,EBS,ca-central-1
18.153.184.84/31,eu-central-1,EBS,eu-central-1
18.153.184.88/30,eu-central-1,EBS,eu-central-1
3.64.226.232/29,eu-central-1,EBS,eu-central-1
3.64.226.240/30,eu-central-1,EBS,eu-central-1
13.51.71.152/29,eu-north-1,EBS,eu-north-1
13.51.71.160/30,eu-north-1,EBS,eu-north-1
13.60.1.84/31,eu-north-1,EBS,eu-north-1
13.60.1.88/30,eu-north-1,EBS,eu-north-1
18.102.189.204/31,eu-south-1,EBS,eu-south-1
18.102.189.208/30,eu-south-1,EBS,eu-south-1
35.152.74.128/29,eu-south-1,EBS,eu-south-1
35.152.74.136/30,eu-south-1,EBS,eu-south-1
18.200.73.58/31,eu-west-1,EBS,eu-west-1
18.200.73.60/30,eu-west-1,EBS,eu-west-1
3.251.109.92/30,eu-west-1,EBS,eu-west-1
3.251.144.0/29,eu-west-1,EBS,eu-west-1
3.251.220.215/32,eu-west-1,EBS,eu-west-1
54.247.241.96/29,eu-west-1,EBS,eu-west-1
18.168.37.136/29,eu-west-2,EBS,eu-west-2
