dest_ip,metadata_region,metadata_service,metadata_network_border_group
52.94.24.0/23,eu-west-1,AMAZON,eu-west-1
96.0.80.0/22,ap-southeast-2,AMAZON,ap-southeast-2-akl-1
150.222.199.0/25,us-west-1,AMAZON,us-west-1
150.222.252.248/31,us-west-1,AMAZON,us-west-1
15.190.32.0/20,ap-southeast-5,AMAZON,ap-southeast-5
15.230.39.44/31,us-east-2,AMAZON,us-east-2
15.230.110.0/24,ca-central-1,AMAZON,ca-central-1
15.230.216.8/32,us-east-1,AMAZON,us-east-1
18.97.0.0/18,us-east-1,AMAZON,us-east-1
43.249.45.0/24,ap-northeast-2,AMAZON,ap-northeast-2
52.4.0.0/14,us-east-1,AMAZON,us-east-1
52.93.100.0/23,eu-west-1,AMAZON,eu-west-1
52.93.127.27/32,eu-west-1,AMAZON,eu-west-1
52.93.228.193/32,eu-west-2,AMAZON,eu-west-2
52.144.227.192/26,ap-northeast-2,AMAZON,ap-northeast-2
52.144.229.64/26,ap-northeast-1,AMAZON,ap-northeast-1
54.222.88.0/24,cn-north-1,AMAZON,cn-north-1
64.252.81.0/24,sa-east-1,AMAZON,sa-east-1
96.0.102.0/23,us-east-1,AMAZON,us-east-1-bos-1
99.83.106.0/24,us-east-1,AMAZON,us-east-1
3.4.15.168/29,eu-west-1,AMAZON,eu-west-1
13.248.70.0/24,ap-northeast-1,AMAZON,ap-northeast-1
15.230.15.104/31,eu-central-1,AMAZON,eu-central-1
15.230.15.162/31,eu-central-1,AMAZON,eu-central-1
15.230.73.192/26,ap-east-1,AMAZON,ap-east-1
16.12.44.0/24,ap-southeast-5,AMAZON,ap-southeast-5
18.96.32.0/19,eu-central-1,AMAZON,eu-central-1
35.96.248.0/24,eu-west-2,AMAZON,eu-west-2
50.16.0.0/15,us-east-1,AMAZON,us-east-1
52.93.127.133/32,ap-south-1,AMAZON,ap-south-1
52.93.198.0/25,eu-west-3,AMAZON,eu-west-3
52.95.208.0/22,us-east-1,AMAZON,us-east-1
52.95.224.0/24,eu-south-1,AMAZON,eu-south-1
54.222.64.0/24,cn-north-1,AMAZON,cn-north-1
99.151.160.0/21,ap-southeast-5,AMAZON,ap-southeast-5
104.255.59.104/32,ap-southeast-3,AMAZON,ap-southeast-3
104.255.59.114/32,ap-northeast-3,AMAZON,ap-northeast-3
139.56.16.0/23,us-west-2,AMAZON,us-west-2-wl1-phx-wlz-1
150.222.14.0/24,ap-southeast-1,AMAZON,ap-southeast-1
150.222.84.0/24,ap-south-1,AMAZON,ap-south-1
150.222.234.50/31,us-west-1,AMAZON,us-west-1
205.251.249.0/24,GLOBAL,AMAZON,GLOBAL
15.193.3.0/24,ap-southeast-2,AMAZON,ap-southeast-2
15.220.196.0/22,us-east-1,AMAZON,us-east-1-mia-1
15.220.216.0/22,ap-south-1,AMAZON,ap-south-1-del-2
15.230.15.48/31,eu-central-1,AMAZON,eu-central-1
18.96.160.0/19,il-central-1,AMAZON,il-central-1
35.71.115.0/24,us-gov-east-1,AMAZON,us-gov-east-1
52.93.22.64/29,us-west-1,AMAZON,us-west-1
52.93.127.169/32,us-east-1,AMAZON,us-east-1
52.93.153.148/32,eu-west-2,AMAZON,eu-west-2
52.94.244.0/22,us-east-1,AMAZON,us-east-1
52.119.208.0/23,us-gov-west-1,AMAZON,us-gov-west-1
54.240.236.26/32,eu-south-1,AMAZON,eu-south-1
136.18.152.0/21,mx-central-1,AMAZON,mx-central-1
150.222.228.0/24,sa-east-1,AMAZON,sa-east-1
150.222.238.0/24,eu-west-2,AMAZON,eu-west-2
161.188.116.0/22,us-east-1,AMAZON,us-east-1
192.31.212.0/24,us-west-1,AMAZON,us-west-1
15.197.34.0/23,GLOBAL,AMAZON,GLOBAL
15.205.0.0/16,us-gov-west-1,AMAZON,us-gov-west-1
15.230.39.10/31,us-east-2,AMAZON,us-east-2
15.230.254.2/31,us-east-1,AMAZON,us-east-1
16.12.6.0/23,ap-east-1,AMAZON,ap-east-1
35.56.0.0/15,me-west-1,AMAZON,me-west-1
52.82.169.16/28,cn-northwest-1,AMAZON,cn-northwest-1
52.93.90.193/32,us-east-1,AMAZON,us-east-1
52.94.198.16/28,sa-east-1,AMAZON,sa-east-1
52.144.225.128/26,ap-northeast-1,AMAZON,ap-northeast-1
64.252.69.0/24,us-east-1,AMAZON,us-east-1
71.131.192.0/18,cn-north-1,AMAZON,cn-north-1
104.255.59.208/32,ap-southeast-7,AMAZON,ap-southeast-7
150.222.144.98/32,eu-central-1,AMAZON,eu-central-1
216.244.40.0/21,us-east-1,AMAZON,us-east-1-dfw-1
13.236.0.0/14,ap-southeast-2,AMAZON,ap-southeast-2
15.103.0.0/16,af-south-1,AMAZON,af-south-1
15.177.100.0/24,ca-west-1,AMAZON,ca-west-1
15.197.36.0/22,GLOBAL,AMAZON,GLOBAL
15.230.15.178/31,eu-central-1,AMAZON,eu-central-1
15.230.15.188/31,eu-central-1,AMAZON,eu-central-1
15.230.158.0/23,eu-west-2,AMAZON,eu-west-2
16.12.32.0/22,eu-central-1,AMAZON,eu-central-1
35.96.28.0/23,us-east-1,AMAZON,us-east-1
35.96.240.0/24,ap-southeast-2,AMAZON,ap-southeast-2
43.206.0.0/15,ap-northeast-1,AMAZON,ap-northeast-1
52.46.220.0/22,eu-north-1,AMAZON,eu-north-1
52.93.56.0/24,eu-west-2,AMAZON,eu-west-2
52.93.178.152/32,us-west-1,AMAZON,us-west-1
52.95.41.0/24,us-east-1,AMAZON,us-east-1
52.95.100.0/22,us-gov-west-1,AMAZON,us-gov-west-1
52.95.226.0/24,ap-east-1,AMAZON,ap-east-1
52.219.204.0/22,ap-northeast-2,AMAZON,ap-northeast-2
77.112.0.0/14,us-east-2,AMAZON,us-east-2
99.78.152.0/22,af-south-1,AMAZON,af-south-1
104.255.57.173/32,us-east-2,AMAZON,us-east-2
150.222.135.0/24,ap-east-1,AMAZON,ap-east-1
150.222.160.34/32,eu-west-1,AMAZON,eu-west-1
150.222.202.0/24,eu-west-1,AMAZON,eu-west-1
150.247.37.0/24,ap-southeast-2,AMAZON,ap-southeast-2
151.148.16.10/31,us-west-1,AMAZON,us-west-1
3.4.0.0/24,us-east-1,AMAZON,us-east-1
3.4.12.35/32,us-west-1,AMAZON,us-west-1
3.4.12.36/32,us-west-1,AMAZON,us-west-1
15.177.83.0/24,ap-southeast-2,AMAZON,ap-southeast-2
15.185.0.0/16,me-south-1,AMAZON,me-south-1
15.220.252.0/22,us-west-2,AMAZON,us-west-2-las-1
15.221.35.0/24,ap-southeast-1,AMAZON,ap-southeast-1
15.230.39.28/31,us-east-2,AMAZON,us-east-2
15.248.28.0/22,eu-west-2,AMAZON,eu-west-2
16.30.0.0/16,af-south-1,AMAZON,af-south-1
16.49.0.0/16,ca-central-1,AMAZON,ca-central-1
18.96.192.0/19,eu-south-2,AMAZON,eu-south-2
35.54.58.0/24,ap-south-1,AMAZON,ap-south-1
35.55.17.0/24,eu-central-1,AMAZON,eu-central-1
40.167.0.0/16,us-west-1,AMAZON,us-west-1
52.93.127.118/32,eu-west-1,AMAZON,eu-west-1
52.93.178.205/32,us-west-1,AMAZON,us-west-1
52.94.26.0/23,eu-west-1,AMAZON,eu-west-1
52.94.152.44/32,us-east-1,AMAZON,us-east-1
52.95.182.0/23,ap-northeast-3,AMAZON,ap-northeast-3
54.240.236.54/32,eu-south-1,AMAZON,eu-south-1
54.247.0.0/16,eu-west-1,AMAZON,eu-west-1
54.248.0.0/15,ap-northeast-1,AMAZON,ap-northeast-1
56.128.0.0/16,ap-southeast-3,AMAZON,ap-southeast-3
150.222.52.224/27,ap-southeast-5,AMAZON,ap-southeast-5
3.4.12.39/32,us-east-1,AMAZON,us-east-1
3.4.15.48/29,ap-southeast-1,AMAZON,ap-southeast-1
13.248.72.0/24,il-central-1,AMAZON,il-central-1
15.230.4.129/32,ap-southeast-1,AMAZON,ap-southeast-1
15.230.39.196/31,us-east-2,AMAZON,us-east-2
15.248.139.1/32,us-east-1,AMAZON,us-east-1
15.251.0.9/32,ap-southeast-2,AMAZON,ap-southeast-2
35.71.99.0/24,me-south-1,AMAZON,me-south-1
51.46.0.0/15,eu-west-3,AMAZON,eu-west-3
52.119.252.0/22,us-west-2,AMAZON,us-west-2
52.219.212.0/22,us-east-2,AMAZON,us-east-2
54.148.0.0/15,us-west-2,AMAZON,us-west-2
69.107.7.16/29,ap-east-1,AMAZON,ap-east-1
99.77.130.0/24,us-west-2,AMAZON,us-west-2
150.222.234.52/31,us-west-1,AMAZON,us-west-1
150.222.234.68/31,us-west-1,AMAZON,us-west-1
180.163.57.128/26,GLOBAL,AMAZON,GLOBAL
15.193.11.0/24,ap-northeast-3,AMAZON,ap-northeast-3
15.230.68.192/26,eu-north-1,AMAZON,eu-north-1
18.200.0.0/16,eu-west-1,AMAZON,eu-west-1
52.93.19.0/24,ap-southeast-1,AMAZON,ap-southeast-1
52.93.52.167/32,us-west-1,AMAZON,us-west-1
52.93.91.102/32,us-east-1,AMAZON,us-east-1
52.93.152.197/32,eu-west-2,AMAZON,eu-west-2
54.206.0.0/16,ap-southeast-2,AMAZON,ap-southeast-2
54.240.236.69/32,eu-south-1,AMAZON,eu-south-1
66.7.0.0/21,us-west-2,AMAZON,us-west-2
69.107.10.80/29,us-east-1,AMAZON,us-east-1
99.150.56.0/21,us-west-2,AMAZON,us-west-2
108.175.56.0/22,us-gov-west-1,AMAZON,us-gov-west-1
150.222.44.192/26,ap-southeast-2,AMAZON,ap-southeast-2
150.222.48.128/27,eu-south-1,AMAZON,eu-south-1
150.222.52.32/27,il-central-1,AMAZON,il-central-1
150.222.54.192/27,ap-southeast-6,AMAZON,ap-southeast-6
150.222.96.0/24,eu-west-1,AMAZON,eu-west-1
150.247.33.0/24,us-east-1,AMAZON,us-east-1
3.5.92.0/23,us-east-2,AMAZON,us-east-2
5.60.0.0/20,ap-east-2,AMAZON,ap-east-2
13.248.124.0/24,us-east-1,AMAZON,us-east-1
15.193.2.0/24,ap-southeast-1,AMAZON,ap-southeast-1
15.220.222.0/23,us-east-1,AMAZON,us-east-1-mci-1
15.230.67.64/26,us-west-1,AMAZON,us-west-1
15.230.212.0/23,ap-southeast-2,AMAZON,ap-southeast-2
16.22.0.0/16,eu-south-1,AMAZON,eu-south-1
35.50.238.0/24,ap-northeast-2,AMAZON,ap-northeast-2
52.93.40.0/24,us-east-1,AMAZON,us-east-1
52.93.178.136/32,us-west-1,AMAZON,us-west-1
52.93.199.89/32,us-east-2,AMAZON,us-east-2
52.219.192.0/23,us-west-1,AMAZON,us-west-1
99.77.132.0/24,us-west-1,AMAZON,us-west-1
104.255.59.82/32,ap-northeast-1,AMAZON,ap-northeast-1
150.222.38.0/26,ap-northeast-1,AMAZON,ap-northeast-1
150.247.34.0/24,us-west-1,AMAZON,us-west-1
216.198.238.0/23,eu-west-2,AMAZON,eu-west-2
3.4.12.41/32,us-west-2,AMAZON,us-west-2
13.204.0.0/14,ap-south-1,AMAZON,ap-south-1
15.181.247.0/24,us-east-1,AMAZON,us-east-1-atl-1
15.230.200.0/24,ap-southeast-1,AMAZON,ap-southeast-1
16.12.24.0/21,eu-central-1,AMAZON,eu-central-1
18.232.0.0/14,us-east-1,AMAZON,us-east-1
35.55.11.0/24,ap-southeast-2,AMAZON,ap-southeast-2
40.186.0.0/16,ca-central-1,AMAZON,ca-central-1
51.34.0.0/16,eu-central-2,AMAZON,eu-central-2
52.82.169.0/28,cn-northwest-1,AMAZON,cn-northwest-1
52.93.79.0/24,ap-south-1,AMAZON,ap-south-1
52.93.112.0/24,eu-west-1,AMAZON,eu-west-1
52.93.178.138/32,us-west-1,AMAZON,us-west-1
54.239.0.224/28,us-east-2,AMAZON,us-east-2
54.239.48.0/22,us-west-2,AMAZON,us-west-2
56.242.0.0/16,eu-central-2,AMAZON,eu-central-2
64.252.118.0/24,us-west-1,AMAZON,us-west-1
76.223.170.112/28,me-west-1,AMAZON,me-west-1
99.77.244.0/24,ap-northeast-1,AMAZON,ap-northeast-1
99.181.64.0/18,GLOBAL,AMAZON,GLOBAL
108.166.244.48/32,us-east-2,AMAZON,us-east-2
141.231.0.0/16,ap-southeast-1,AMAZON,ap-southeast-1
150.222.24.71/32,us-east-1,AMAZON,us-east-1
155.146.80.0/20,us-east-1,AMAZON,us-east-1-wl1-mia-wlz-1
5.60.64.0/19,us-east-1,AMAZON,us-east-1
13.248.119.0/24,eu-west-1,AMAZON,eu-west-1
15.220.120.0/21,us-east-1,AMAZON,us-east-1-bue-1
15.230.4.16/32,ap-southeast-3,AMAZON,ap-southeast-3
15.230.39.254/31,us-east-2,AMAZON,us-east-2
15.230.179.16/29,us-east-2,AMAZON,us-east-2
35.54.51.0/24,ap-east-1,AMAZON,ap-east-1
52.93.81.0/24,eu-west-1,AMAZON,eu-west-1
52.93.199.42/32,us-east-2,AMAZON,us-east-2
54.74.0.0/15,eu-west-1,AMAZON,eu-west-1
69.107.9.184/29,ap-northeast-3,AMAZON,ap-northeast-3
108.166.244.12/32,us-east-2,AMAZON,us-east-2
150.222.15.124/32,us-east-1,AMAZON,us-east-1
150.222.48.192/27,af-south-1,AMAZON,af-south-1
150.222.50.32/27,eu-south-2,AMAZON,eu-south-2
150.222.53.192/27,mx-central-1,AMAZON,mx-central-1
150.222.114.0/24,ap-east-1,AMAZON,ap-east-1
150.222.242.214/31,eu-west-3,AMAZON,eu-west-3
15.220.207.0/24,us-west-2,AMAZON,us-west-2-sea-1
15.230.15.25/32,eu-central-1,AMAZON,eu-central-1
15.230.15.94/31,eu-central-1,AMAZON,eu-central-1
15.230.39.206/31,us-east-2,AMAZON,us-east-2
15.230.39.244/31,us-east-2,AMAZON,us-east-2
15.230.103.0/24,eu-west-1,AMAZON,eu-west-1
15.230.216.2/31,us-east-1,AMAZON,us-east-1
18.99.144.0/20,af-south-1,AMAZON,af-south-1
18.102.0.0/16,eu-south-1,AMAZON,eu-south-1
32.236.0.0/15,ap-southeast-2,AMAZON,ap-southeast-2
40.172.0.0/16,me-central-1,AMAZON,me-central-1
40.178.0.0/15,ca-west-1,AMAZON,ca-west-1
43.193.0.0/18,cn-northwest-1,AMAZON,cn-northwest-1
52.83.0.0/16,cn-northwest-1,AMAZON,cn-northwest-1
52.94.6.0/24,ap-northeast-2,AMAZON,ap-northeast-2
52.144.197.192/26,us-west-2,AMAZON,us-west-2
64.252.122.0/24,us-west-1,AMAZON,us-west-1
69.107.7.56/29,us-east-2,AMAZON,us-east-2
150.222.2.0/24,us-east-1,AMAZON,us-east-1
150.222.164.220/31,eu-west-1,AMAZON,eu-west-1
155.146.224.0/20,us-east-1,AMAZON,us-east-1-wl1-msp-wlz-1
13.248.67.0/24,ap-southeast-4,AMAZON,ap-southeast-4
15.230.138.0/24,af-south-1,AMAZON,af-south-1
15.230.169.6/31,us-east-1,AMAZON,us-east-1
23.228.220.0/24,GLOBAL,AMAZON,GLOBAL
52.47.0.0/16,eu-west-3,AMAZON,eu-west-3
52.93.16.0/24,eu-west-1,AMAZON,eu-west-1
52.93.84.192/32,us-east-1,AMAZON,us-east-1
52.94.152.184/32,us-gov-west-1,AMAZON,us-gov-west-1
52.94.249.144/28,ap-east-1,AMAZON,ap-east-1
52.94.250.96/28,mx-central-1,AMAZON,mx-central-1
52.95.136.0/23,eu-south-2,AMAZON,eu-south-2
52.95.255.64/28,eu-west-1,AMAZON,eu-west-1
52.144.199.128/26,ca-central-1,AMAZON,ca-central-1
52.144.225.64/26,ap-northeast-1,AMAZON,ap-northeast-1
52.219.143.0/24,us-east-2,AMAZON,us-east-2
54.240.236.22/32,eu-south-1,AMAZON,eu-south-1
104.255.59.201/32,ap-southeast-5,AMAZON,ap-southeast-5
150.222.51.160/27,ap-southeast-4,AMAZON,ap-southeast-4
151.148.40.0/24,ap-northeast-2,AMAZON,ap-northeast-2
159.248.224.0/21,ap-southeast-3,AMAZON,ap-southeast-3
204.246.168.0/22,GLOBAL,AMAZON,GLOBAL
3.4.12.1/32,ap-southeast-2,AMAZON,ap-southeast-2
13.208.0.0/16,ap-northeast-3,AMAZON,ap-northeast-3
13.248.75.0/24,ap-southeast-5,AMAZON,ap-southeast-5
15.193.7.0/24,us-west-2,AMAZON,us-west-2
15.197.64.0/19,GLOBAL,AMAZON,GLOBAL
15.230.15.72/31,eu-central-1,AMAZON,eu-central-1
15.230.39.108/31,us-east-2,AMAZON,us-east-2
15.230.70.0/26,ap-south-1,AMAZON,ap-south-1
15.230.74.128/26,ap-northeast-2,AMAZON,ap-northeast-2
15.230.76.0/26,eu-south-1,AMAZON,eu-south-1
15.230.133.0/24,ap-southeast-1,AMAZON,ap-southeast-1
15.230.253.0/24,ap-south-1,AMAZON,ap-south-1
15.248.128.0/21,ap-east-2,AMAZON,ap-east-2
35.50.211.0/24,me-south-1,AMAZON,me-south-1
35.55.126.0/24,us-west-2,AMAZON,us-west-2
52.93.84.194/32,us-east-1,AMAZON,us-east-1
52.93.96.0/24,eu-west-1,AMAZON,eu-west-1
52.93.122.203/32,sa-east-1,AMAZON,sa-east-1
52.93.127.194/32,ap-southeast-1,AMAZON,ap-southeast-1
54.156.0.0/14,us-east-1,AMAZON,us-east-1
54.222.90.0/24,cn-north-1,AMAZON,cn-north-1
54.236.0.0/15,us-east-1,AMAZON,us-east-1
54.239.40.134/32,eu-west-3,AMAZON,eu-west-3
96.0.32.0/22,eu-north-1,AMAZON,eu-north-1-cph-1
99.150.8.0/21,us-east-1,AMAZON,us-east-1
150.222.234.18/31,us-west-1,AMAZON,us-west-1
150.222.234.98/31,us-west-1,AMAZON,us-west-1
155.146.240.0/20,us-east-1,AMAZON,us-east-1-wl1-iah-wlz-1
3.5.40.0/22,ap-southeast-4,AMAZON,ap-southeast-4
3.5.136.0/22,eu-central-1,AMAZON,eu-central-1
15.181.160.0/20,us-east-1,AMAZON,us-east-1-nyc-1
15.230.29.0/24,ap-southeast-1,AMAZON,ap-southeast-1
15.230.39.14/31,us-east-2,AMAZON,us-east-2
15.230.122.1/32,me-south-1,AMAZON,me-south-1
18.191.0.0/16,us-east-2,AMAZON,us-east-2
35.50.229.0/24,ap-northeast-3,AMAZON,ap-northeast-3
52.93.53.2/32,us-west-1,AMAZON,us-west-1
52.144.210.0/26,eu-west-1,AMAZON,eu-west-1
98.131.0.0/16,ap-south-2,AMAZON,ap-south-2
99.77.159.0/24,eu-south-1,AMAZON,eu-south-1
99.83.97.0/24,us-west-1,AMAZON,us-west-1
104.255.57.103/32,mx-central-1,AMAZON,mx-central-1
111.13.171.128/26,GLOBAL,AMAZON,GLOBAL
3.4.13.32/28,eu-west-1,AMAZON,eu-west-1
15.177.82.0/24,ap-southeast-1,AMAZON,ap-southeast-1
15.181.80.0/20,us-east-1,AMAZON,us-east-1-atl-1
15.230.15.126/31,eu-central-1,AMAZON,eu-central-1
15.230.241.0/24,eu-central-1,AMAZON,eu-central-1
35.50.143.0/24,us-east-2,AMAZON,us-east-2
35.50.197.0/24,eu-west-1,AMAZON,eu-west-1
47.128.0.0/14,ap-southeast-1,AMAZON,ap-southeast-1
51.206.0.0/15,me-west-1,AMAZON,me-west-1
52.93.127.112/32,ap-southeast-1,AMAZON,ap-southeast-1
52.93.141.128/25,us-west-1,AMAZON,us-west-1
52.93.178.134/32,us-west-1,AMAZON,us-west-1
52.144.211.196/31,eu-west-2,AMAZON,eu-west-2
52.219.72.0/22,eu-central-1,AMAZON,eu-central-1
54.153.128.0/17,ap-southeast-2,AMAZON,ap-southeast-2
54.222.58.0/28,cn-north-1,AMAZON,cn-north-1
54.239.114.128/26,eu-west-1,AMAZON,eu-west-1
122.248.192.0/18,ap-southeast-1,AMAZON,ap-southeast-1
150.222.119.0/24,ap-southeast-2,AMAZON,ap-southeast-2
3.42.128.0/17,us-west-2,AMAZON,us-west-2
5.60.128.0/17,ap-northeast-1,AMAZON,ap-northeast-1
13.247.0.0/16,af-south-1,AMAZON,af-south-1
15.230.9.12/31,eu-west-2,AMAZON,eu-west-2
15.230.15.118/31,eu-central-1,AMAZON,eu-central-1
15.230.39.34/31,us-east-2,AMAZON,us-east-2
15.230.121.2/32,me-south-1,AMAZON,me-south-1
15.230.218.0/24,us-east-1,AMAZON,us-east-1
18.192.0.0/15,eu-central-1,AMAZON,eu-central-1
35.71.114.0/24,ap-northeast-1,AMAZON,ap-northeast-1
35.111.252.0/24,us-gov-west-1,AMAZON,us-gov-west-1
52.93.45.128/25,ca-central-1,AMAZON,ca-central-1
52.93.126.132/32,eu-central-1,AMAZON,eu-central-1
52.93.127.126/32,ap-south-1,AMAZON,ap-south-1
52.93.133.177/32,eu-south-1,AMAZON,eu-south-1
52.93.178.183/32,us-west-1,AMAZON,us-west-1
52.144.215.192/31,eu-north-1,AMAZON,eu-north-1
52.219.68.0/22,ap-northeast-1,AMAZON,ap-northeast-1
54.229.0.0/16,eu-west-1,AMAZON,eu-west-1
54.239.1.96/28,eu-north-1,AMAZON,eu-north-1
104.255.59.103/32,ap-southeast-3,AMAZON,ap-southeast-3
108.166.244.63/32,us-east-2,AMAZON,us-east-2
136.18.0.0/23,us-gov-west-1,AMAZON,us-gov-west-1
136.18.128.0/23,us-east-1,AMAZON,us-east-1
136.18.142.0/23,eu-central-1,AMAZON,eu-central-1
150.222.53.0/27,ap-southeast-5,AMAZON,ap-southeast-5
208.78.132.0/23,eu-west-2,AMAZON,eu-west-2
216.198.237.0/24,sa-east-1,AMAZON,sa-east-1
3.2.92.0/24,ap-southeast-4,AMAZON,ap-southeast-4
13.248.100.0/24,eu-north-1,AMAZON,eu-north-1
15.230.130.0/24,us-east-1,AMAZON,us-east-1
15.230.183.0/24,us-east-2,AMAZON,us-east-2
15.230.223.15/32,eu-west-1,AMAZON,eu-west-1
18.160.0.0/15,GLOBAL,AMAZON,GLOBAL
35.50.212.0/24,me-south-1,AMAZON,me-south-1
52.93.5.0/24,ca-central-1,AMAZON,ca-central-1
52.93.52.166/32,us-west-1,AMAZON,us-west-1
52.93.55.146/31,us-west-1,AMAZON,us-west-1
52.93.120.178/32,us-west-1,AMAZON,us-west-1
52.93.127.124/32,us-east-1,AMAZON,us-east-1
52.93.153.65/32,eu-west-2,AMAZON,eu-west-2
52.93.153.70/32,eu-west-2,AMAZON,eu-west-2
52.93.229.99/32,eu-west-2,AMAZON,eu-west-2
52.144.193.128/26,us-east-1,AMAZON,us-east-1
54.250.0.0/16,ap-northeast-1,AMAZON,ap-northeast-1
56.99.0.0/16,ap-southeast-4,AMAZON,ap-southeast-4
64.252.89.0/24,eu-central-1,AMAZON,eu-central-1
69.107.7.136/29,me-south-1,AMAZON,me-south-1
76.223.168.0/24,us-gov-west-1,AMAZON,us-gov-west-1
107.20.0.0/14,us-east-1,AMAZON,us-east-1
150.222.24.64/32,us-east-1,AMAZON,us-east-1
3.5.160.0/22,us-west-1,AMAZON,us-west-1
15.221.36.0/22,ap-southeast-1,AMAZON,ap-southeast-1
15.230.9.47/32,eu-west-2,AMAZON,eu-west-2
15.230.15.164/31,eu-central-1,AMAZON,eu-central-1
15.230.15.176/31,eu-central-1,AMAZON,eu-central-1
15.230.40.0/24,us-east-1,AMAZON,us-east-1
16.150.0.0/16,us-west-2,AMAZON,us-west-2
46.51.192.0/20,eu-west-1,AMAZON,eu-west-1
52.93.115.0/24,ap-south-2,AMAZON,ap-south-2
52.93.178.161/32,us-west-1,AMAZON,us-west-1
52.93.193.200/32,ca-central-1,AMAZON,ca-central-1
52.95.174.0/24,me-south-1,AMAZON,me-south-1
56.137.0.0/16,us-gov-west-1,AMAZON,us-gov-west-1
69.107.10.168/29,eu-west-1,AMAZON,eu-west-1
99.77.149.0/24,sa-east-1,AMAZON,sa-east-1
99.78.156.0/22,eu-central-1,AMAZON,eu-central-1
104.255.59.216/32,ap-east-2,AMAZON,ap-east-2
150.222.220.0/24,ap-south-1,AMAZON,ap-south-1
