dest_ip,metadata_region,metadata_service,metadata_network_border_group
16.12.120.0/22,sa-west-1,S3,sa-west-1
52.95.169.0/24,eu-north-1,S3,eu-north-1
3.5.152.0/21,ap-northeast-1,S3,ap-northeast-1
16.12.16.0/23,eu-west-2,S3,eu-west-2
16.15.192.0/18,us-east-1,S3,us-east-1
52.218.0.0/17,eu-west-1,S3,eu-west-1
16.12.104.0/21,us-west-2,S3,us-west-2
52.219.142.0/24,us-east-2,S3,us-east-2
52.219.0.0/20,ap-northeast-1,S3,ap-northeast-1
3.5.252.0/22,ca-central-1,S3,ca-central-1
13.248.231.0/24,GLOBAL,S3,GLOBAL
3.5.120.0/22,eu-central-1,S3,eu-central-1
76.223.104.0/24,GLOBAL,S3,GLOBAL
16.12.88.0/21,us-west-2,S3,us-west-2
16.15.20.0/22,eu-central-1,S3,eu-central-1
52.219.32.0/21,ap-southeast-1,S3,ap-southeast-1
3.5.228.0/22,af-south-1,S3,af-south-1
52.219.20.0/24,ap-northeast-1,S3,ap-northeast-1
52.95.157.0/24,ap-northeast-3,S3,ap-northeast-3
108.175.52.0/22,us-gov-east-1,S3,us-gov-east-1
52.82.184.0/23,cn-northwest-1,S3,cn-northwest-1
52.95.176.0/24,af-south-1,S3,af-south-1
76.223.99.0/24,GLOBAL,S3,GLOBAL
3.5.48.0/22,me-central-1,S3,me-central-1
52.95.140.0/23,eu-central-2,S3,eu-central-2
16.12.71.0/24,mx-central-1,S3,mx-central-1
16.15.8.0/22,ap-southeast-6,S3,ap-southeast-6
52.95.156.0/24,eu-west-3,S3,eu-west-3
16.12.2.0/24,sa-east-1,S3,sa-east-1
52.95.160.0/23,ap-east-1,S3,ap-east-1
52.219.62.0/23,ap-south-1,S3,ap-south-1
3.5.214.0/23,ap-east-1,S3,ap-east-1
108.175.60.0/22,us-gov-east-1,S3,us-gov-east-1
13.248.225.0/24,GLOBAL,S3,GLOBAL
3.5.164.0/22,ap-southeast-2,S3,ap-southeast-2
52.95.151.0/24,eu-south-1,S3,eu-south-1
3.5.240.0/22,ap-northeast-3,S3,ap-northeast-3
13.248.229.0/24,GLOBAL,S3,GLOBAL
54.231.0.0/16,us-east-1,S3,us-east-1
52.95.158.0/23,ap-northeast-3,S3,ap-northeast-3
52.216.0.0/15,us-east-1,S3,us-east-1
3.5.184.0/21,ap-northeast-2,S3,ap-northeast-2
16.12.58.0/24,ca-west-1,S3,ca-west-1
52.219.210.0/24,eu-central-1,S3,eu-central-1
52.219.96.0/20,us-east-2,S3,us-east-2
3.5.180.0/22,ap-southeast-5,S3,ap-southeast-5
52.95.148.0/23,eu-west-2,S3,eu-west-2
3.5.204.0/22,eu-west-3,S3,eu-west-3
52.95.162.0/24,ap-east-1,S3,ap-east-1
76.223.97.0/24,GLOBAL,S3,GLOBAL
3.5.76.0/22,us-west-2,S3,us-west-2
16.12.36.0/22,ap-south-1,S3,ap-south-1
3.5.44.0/22,ap-south-2,S3,ap-south-2
13.248.228.0/24,GLOBAL,S3,GLOBAL
52.219.180.0/22,ap-southeast-1,S3,ap-southeast-1
52.219.219.0/24,eu-west-2,S3,eu-west-2
16.12.112.0/21,us-west-2,S3,us-west-2
83.118.240.0/21,eusc-de-east-1,S3,eusc-de-east-1
52.95.172.0/23,me-south-1,S3,me-south-1
16.12.76.0/23,ap-southeast-7,S3,ap-southeast-7
16.12.81.0/24,ap-southeast-6,S3,ap-southeast-6
3.5.64.0/21,eu-west-1,S3,eu-west-1
52.219.40.0/22,ap-southeast-1,S3,ap-southeast-1
52.219.136.0/22,ap-northeast-1,S3,ap-northeast-1
54.222.52.0/22,cn-north-1,S3,cn-north-1
3.5.132.0/23,us-east-2,S3,us-east-2
52.95.190.0/24,ca-central-1,S3,ca-central-1
52.219.24.0/21,us-west-1,S3,us-west-1
3.5.168.0/23,ap-southeast-2,S3,ap-southeast-2
108.175.48.0/22,us-gov-west-1,S3,us-gov-west-1
52.95.177.0/24,ap-southeast-3,S3,ap-southeast-3
13.248.224.0/24,GLOBAL,S3,GLOBAL
52.95.175.0/24,af-south-1,S3,af-south-1
52.219.164.0/22,ap-southeast-1,S3,ap-southeast-1
18.34.244.0/22,us-west-2,S3,us-west-2
52.95.186.0/24,ap-south-2,S3,ap-south-2
54.222.112.0/20,cn-north-1,S3,cn-north-1
76.223.95.0/24,GLOBAL,S3,GLOBAL
13.248.227.0/24,GLOBAL,S3,GLOBAL
16.15.0.0/21,us-west-1,S3,us-west-1
3.5.248.0/22,eu-south-1,S3,eu-south-1
52.95.164.0/23,sa-east-1,S3,sa-east-1
52.219.201.0/24,ap-northeast-1,S3,ap-northeast-1
16.12.8.0/24,ap-east-1,S3,ap-east-1
76.223.101.0/24,GLOBAL,S3,GLOBAL
16.15.24.0/22,sa-west-1,S3,sa-west-1
52.219.160.0/23,ap-south-1,S3,ap-south-1
52.219.124.0/22,ap-southeast-1,S3,ap-southeast-1
52.219.232.0/22,us-east-2,S3,us-east-2
52.95.152.0/23,eu-south-1,S3,eu-south-1
52.219.172.0/22,ap-northeast-1,S3,ap-northeast-1
16.12.21.0/24,eu-south-1,S3,eu-south-1
52.95.138.0/24,eu-south-2,S3,eu-south-2
52.219.200.0/24,ap-northeast-1,S3,ap-northeast-1
3.5.216.0/22,eu-north-1,S3,eu-north-1
52.219.202.0/23,ap-northeast-2,S3,ap-northeast-2
3.5.146.0/23,ap-southeast-1,S3,ap-southeast-1
3.5.172.0/22,ca-west-1,S3,ca-west-1
52.95.180.0/24,af-south-1,S3,af-south-1
16.12.86.0/24,me-west-1,S3,me-west-1
18.34.252.0/22,us-east-2,S3,us-east-2
52.95.144.0/24,eu-west-2,S3,eu-west-2
16.12.9.0/24,eu-north-1,S3,eu-north-1
52.95.184.0/23,ap-south-2,S3,ap-south-2
76.223.100.0/24,GLOBAL,S3,GLOBAL
52.95.142.0/23,eu-west-2,S3,eu-west-2
52.219.194.0/24,us-west-1,S3,us-west-1
3.5.74.0/23,eu-west-1,S3,eu-west-1
3.5.212.0/23,ap-south-1,S3,ap-south-1
3.5.220.0/22,me-south-1,S3,me-south-1
52.95.191.0/24,eu-west-2,S3,eu-west-2
52.219.120.0/22,us-west-1,S3,us-west-1
16.12.82.0/23,ap-southeast-6,S3,ap-southeast-6
52.219.64.0/22,ap-south-1,S3,ap-south-1
52.219.128.0/22,ap-southeast-1,S3,ap-southeast-1
16.12.59.0/24,eu-south-1,S3,eu-south-1
16.12.64.0/22,us-east-2,S3,us-east-2
3.5.144.0/23,ap-northeast-2,S3,ap-northeast-2
52.219.218.0/24,eu-central-1,S3,eu-central-1
18.34.48.0/20,us-west-2,S3,us-west-2
18.34.232.0/21,us-east-1,S3,us-east-1
52.219.220.0/23,us-west-1,S3,us-west-1
52.92.0.0/17,eu-west-1,S3,eu-west-1
52.95.154.0/23,eu-west-3,S3,eu-west-3
16.12.3.0/24,ap-south-1,S3,ap-south-1
52.219.176.0/22,us-east-2,S3,us-east-2
16.12.12.0/23,il-central-1,S3,il-central-1
76.223.103.0/24,GLOBAL,S3,GLOBAL
3.5.80.0/21,us-west-2,S3,us-west-2
52.219.156.0/22,ap-south-1,S3,ap-south-1
16.12.78.0/23,ap-east-2,S3,ap-east-2
16.12.72.0/23,mx-central-1,S3,mx-central-1
76.223.98.0/24,GLOBAL,S3,GLOBAL
16.15.176.0/20,us-east-1,S3,us-east-1
52.219.44.0/22,eu-central-1,S3,eu-central-1
16.12.14.0/24,il-central-1,S3,il-central-1
52.219.56.0/22,ap-northeast-2,S3,ap-northeast-2
3.5.192.0/22,mx-central-1,S3,mx-central-1
16.15.32.0/20,us-west-2,S3,us-west-2
52.219.169.0/24,eu-central-1,S3,eu-central-1
16.12.0.0/23,sa-east-1,S3,sa-east-1
52.95.146.0/23,ca-central-1,S3,ca-central-1
52.219.184.0/21,ap-southeast-1,S3,ap-southeast-1
52.218.128.0/17,us-west-2,S3,us-west-2
16.12.60.0/22,us-east-2,S3,us-east-2
16.12.84.0/23,me-west-1,S3,me-west-1
52.219.224.0/22,us-east-2,S3,us-east-2
3.5.244.0/22,eu-west-2,S3,eu-west-2
16.12.18.0/23,eu-west-3,S3,eu-west-3
52.219.140.0/24,eu-central-1,S3,eu-central-1
52.219.254.0/24,eu-south-1,S3,eu-south-1
52.95.188.0/23,me-central-1,S3,me-central-1
13.248.232.0/24,GLOBAL,S3,GLOBAL
52.95.163.0/24,sa-east-1,S3,sa-east-1
3.5.32.0/22,eu-south-2,S3,eu-south-2
52.219.132.0/22,ap-southeast-1,S3,ap-southeast-1
16.12.56.0/23,ca-west-1,S3,ca-west-1
52.219.80.0/20,us-east-2,S3,us-east-2
52.219.112.0/21,us-west-1,S3,us-west-1
16.15.16.0/22,me-west-1,S3,me-west-1
52.219.144.0/22,ap-northeast-2,S3,ap-northeast-2
52.95.170.0/23,eu-north-1,S3,eu-north-1
52.219.228.0/22,us-east-2,S3,us-east-2
16.12.4.0/23,ca-central-1,S3,ca-central-1
3.5.126.0/23,eu-south-2,S3,eu-south-2
52.95.145.0/24,ca-central-1,S3,ca-central-1
52.219.21.0/24,ap-northeast-1,S3,ap-northeast-1
16.182.0.0/16,us-east-1,S3,us-east-1
16.15.12.0/22,eu-south-2,S3,eu-south-2
3.5.56.0/22,il-central-1,S3,il-central-1
3.5.148.0/22,ap-southeast-1,S3,ap-southeast-1
52.219.216.0/23,us-west-1,S3,us-west-1
52.219.152.0/22,ap-northeast-1,S3,ap-northeast-1
16.12.40.0/23,ap-south-1,S3,ap-south-1
52.219.150.0/23,ap-northeast-1,S3,ap-northeast-1
3.5.0.0/19,us-east-1,S3,us-east-1
54.222.48.0/22,cn-north-1,S3,cn-north-1
16.12.75.0/24,ap-southeast-7,S3,ap-southeast-7
52.95.181.0/24,ap-northeast-3,S3,ap-northeast-3
13.248.226.0/24,GLOBAL,S3,GLOBAL
52.219.208.0/23,eu-central-1,S3,eu-central-1
52.82.164.0/22,cn-northwest-1,S3,cn-northwest-1
52.219.196.0/22,ap-northeast-1,S3,ap-northeast-1
54.222.96.0/22,cn-north-1,S3,cn-north-1
3.5.232.0/22,sa-east-1,S3,sa-east-1
3.5.236.0/22,ap-east-1,S3,ap-east-1
52.92.128.0/17,us-west-2,S3,us-west-2
13.248.233.0/24,GLOBAL,S3,GLOBAL
3.5.134.0/23,eu-central-1,S3,eu-central-1
3.5.52.0/22,eu-central-2,S3,eu-central-2
3.5.202.0/23,af-south-1,S3,af-south-1
3.5.224.0/22,eu-west-3,S3,eu-west-3
52.82.188.0/22,cn-northwest-1,S3,cn-northwest-1
140.179.36.208/28,cn-north-1,S3,cn-north-1
140.179.36.224/28,cn-north-1,S3,cn-north-1
140.179.36.240/28,cn-north-1,S3,cn-north-1
71.131.196.224/28,cn-north-1,S3,cn-north-1
71.131.196.240/28,cn-north-1,S3,cn-north-1
68.79.2.192/28,cn-northwest-1,S3,cn-northwest-1
68.79.2.224/28,cn-northwest-1,S3,cn-northwest-1
69.234.250.64/28,cn-northwest-1,S3,cn-northwest-1
69.234.250.80/28,cn-northwest-1,S3,cn-northwest-1
18.252.145.192/28,us-gov-east-1,S3,us-gov-east-1
18.252.145.208/28,us-gov-east-1,S3,us-gov-east-1
15.200.176.128/28,us-gov-west-1,S3,us-gov-west-1
15.200.28.240/28,us-gov-west-1,S3,us-gov-west-1
13.245.93.176/28,af-south-1,S3,af-south-1
13.245.93.192/28,af-south-1,S3,af-south-1
18.167.88.112/28,ap-east-1,S3,ap-east-1
18.167.88.96/28,ap-east-1,S3,ap-east-1
43.212.135.0/28,ap-east-2,S3,ap-east-2
43.212.135.16/28,ap-east-2,S3,ap-east-2
1.178.64.0/24,ap-northeast-1,S3,ap-northeast-1
35.72.164.240/28,ap-northeast-1,S3,ap-northeast-1
35.73.115.0/28,ap-northeast-1,S3,ap-northeast-1
1.178.91.0/24,ap-northeast-2,S3,ap-northeast-2
3.36.167.64/28,ap-northeast-2,S3,ap-northeast-2
3.36.167.80/28,ap-northeast-2,S3,ap-northeast-2
15.152.133.112/28,ap-northeast-3,S3,ap-northeast-3
15.152.133.128/28,ap-northeast-3,S3,ap-northeast-3
1.178.88.0/24,ap-south-1,S3,ap-south-1
65.1.103.208/28,ap-south-1,S3,ap-south-1
65.1.103.224/28,ap-south-1,S3,ap-south-1
18.60.78.192/28,ap-south-2,S3,ap-south-2
18.60.78.208/28,ap-south-2,S3,ap-south-2
1.178.89.0/24,ap-southeast-1,S3,ap-southeast-1
13.213.20.144/28,ap-southeast-1,S3,ap-southeast-1
13.213.20.160/28,ap-southeast-1,S3,ap-southeast-1
1.178.11.0/24,ap-southeast-2,S3,ap-southeast-2
3.26.88.0/28,ap-southeast-2,S3,ap-southeast-2
3.26.88.16/28,ap-southeast-2,S3,ap-southeast-2
108.136.154.16/28,ap-southeast-3,S3,ap-southeast-3
108.136.154.32/28,ap-southeast-3,S3,ap-southeast-3
108.136.154.48/28,ap-southeast-3,S3,ap-southeast-3
43.218.193.112/28,ap-southeast-3,S3,ap-southeast-3
43.218.193.96/28,ap-southeast-3,S3,ap-southeast-3
43.218.222.160/28,ap-southeast-3,S3,ap-southeast-3
43.218.222.176/28,ap-southeast-3,S3,ap-southeast-3
16.50.69.192/28,ap-southeast-4,S3,ap-southeast-4
16.50.69.208/28,ap-southeast-4,S3,ap-southeast-4
43.216.87.0/28,ap-southeast-5,S3,ap-southeast-5
43.216.87.16/28,ap-southeast-5,S3,ap-southeast-5
3.102.119.112/28,ap-southeast-6,S3,ap-southeast-6
3.102.119.96/28,ap-southeast-6,S3,ap-southeast-6
43.208.66.128/28,ap-southeast-7,S3,ap-southeast-7
43.208.66.144/28,ap-southeast-7,S3,ap-southeast-7
1.178.92.0/24,ca-central-1,S3,ca-central-1
3.98.24.0/28,ca-central-1,S3,ca-central-1
3.98.24.16/28,ca-central-1,S3,ca-central-1
40.176.101.64/28,ca-west-1,S3,ca-west-1
40.176.98.240/28,ca-west-1,S3,ca-west-1
1.178.10.0/24,eu-central-1,S3,eu-central-1
3.65.246.0/28,eu-central-1,S3,eu-central-1
3.65.246.16/28,eu-central-1,S3,eu-central-1
16.62.56.224/28,eu-central-2,S3,eu-central-2
16.62.56.240/28,eu-central-2,S3,eu-central-2
1.178.93.0/24,eu-north-1,S3,eu-north-1
13.51.71.176/28,eu-north-1,S3,eu-north-1
13.51.71.192/28,eu-north-1,S3,eu-north-1
35.152.74.144/28,eu-south-1,S3,eu-south-1
35.152.74.160/28,eu-south-1,S3,eu-south-1
18.100.209.224/28,eu-south-2,S3,eu-south-2
18.100.209.240/28,eu-south-2,S3,eu-south-2
1.178.7.0/24,eu-west-1,S3,eu-west-1
3.251.110.208/28,eu-west-1,S3,eu-west-1
3.251.110.224/28,eu-west-1,S3,eu-west-1
1.178.94.0/24,eu-west-2,S3,eu-west-2
18.168.37.160/28,eu-west-2,S3,eu-west-2
18.168.37.176/28,eu-west-2,S3,eu-west-2
1.178.90.0/24,eu-west-3,S3,eu-west-3
13.36.84.48/28,eu-west-3,S3,eu-west-3
13.36.84.64/28,eu-west-3,S3,eu-west-3
51.17.129.160/28,il-central-1,S3,il-central-1
51.17.129.176/28,il-central-1,S3,il-central-1
3.28.70.112/28,me-central-1,S3,me-central-1
3.28.70.48/28,me-central-1,S3,me-central-1
3.28.70.96/28,me-central-1,S3,me-central-1
3.29.147.48/28,me-central-1,S3,me-central-1
3.29.202.240/28,me-central-1,S3,me-central-1
51.112.11.64/28,me-central-1,S3,me-central-1
51.112.11.80/28,me-central-1,S3,me-central-1
15.184.125.240/28,me-south-1,S3,me-south-1
15.184.153.0/28,me-south-1,S3,me-south-1
78.12.79.192/28,mx-central-1,S3,mx-central-1
78.12.79.208/28,mx-central-1,S3,mx-central-1
15.228.107.0/28,sa-east-1,S3,sa-east-1
15.228.107.16/28,sa-east-1,S3,sa-east-1
1.178.4.0/24,us-east-1,S3,us-east-1
1.178.5.0/24,us-east-1,S3,us-east-1
1.178.6.0/24,us-east-1,S3,us-east-1
44.192.134.240/28,us-east-1,S3,us-east-1
44.192.140.64/28,us-east-1,S3,us-east-1
1.178.8.0/24,us-east-2,S3,us-east-2
3.141.102.208/28,us-east-2,S3,us-east-2
3.141.102.224/28,us-east-2,S3,us-east-2
3.101.163.64/28,us-west-1,S3,us-west-1
3.101.163.80/28,us-west-1,S3,us-west-1
3.101.163.96/28,us-west-1,S3,us-west-1
1.178.65.0/24,us-west-2,S3,us-west-2
1.178.9.0/24,us-west-2,S3,us-west-2
35.80.36.208/28,us-west-2,S3,us-west-2
35.80.36.224/28,us-west-2,S3,us-west-2
