dest_ip,metadata_region,metadata_service,metadata_network_border_group
43.196.20.40/29,cn-north-1,EC2_INSTANCE_CONNECT,cn-north-1
43.192.155.8/29,cn-northwest-1,EC2_INSTANCE_CONNECT,cn-northwest-1
18.252.4.0/30,us-gov-east-1,EC2_INSTANCE_CONNECT,us-gov-east-1
15.200.28.80/30,us-gov-west-1,EC2_INSTANCE_CONNECT,us-gov-west-1
13.244.121.196/30,af-south-1,EC2_INSTANCE_CONNECT,af-south-1
43.198.192.104/29,ap-east-1,EC2_INSTANCE_CONNECT,ap-east-1
3.112.23.0/29,ap-northeast-1,EC2_INSTANCE_CONNECT,ap-northeast-1
13.209.1.56/29,ap-northeast-2,EC2_INSTANCE_CONNECT,ap-northeast-2
15.168.105.160/29,ap-northeast-3,EC2_INSTANCE_CONNECT,ap-northeast-3
13.233.177.0/29,ap-south-1,EC2_INSTANCE_CONNECT,ap-south-1
18.60.252.248/29,ap-south-2,EC2_INSTANCE_CONNECT,ap-south-2
3.0.5.32/29,ap-southeast-1,EC2_INSTANCE_CONNECT,ap-southeast-1
13.239.158.0/29,ap-southeast-2,EC2_INSTANCE_CONNECT,ap-southeast-2
43.218.193.64/29,ap-southeast-3,EC2_INSTANCE_CONNECT,ap-southeast-3
16.50.248.80/29,ap-southeast-4,EC2_INSTANCE_CONNECT,ap-southeast-4
43.216.87.48/29,ap-southeast-5,EC2_INSTANCE_CONNECT,ap-southeast-5
43.209.155.96/29,ap-southeast-7,EC2_INSTANCE_CONNECT,ap-southeast-7
35.183.92.176/29,ca-central-1,EC2_INSTANCE_CONNECT,ca-central-1
40.176.213.168/29,ca-west-1,EC2_INSTANCE_CONNECT,ca-west-1
3.120.181.40/29,eu-central-1,EC2_INSTANCE_CONNECT,eu-central-1
16.63.77.8/29,eu-central-2,EC2_INSTANCE_CONNECT,eu-central-2
13.48.4.200/30,eu-north-1,EC2_INSTANCE_CONNECT,eu-north-1
15.161.135.164/30,eu-south-1,EC2_INSTANCE_CONNECT,eu-south-1
18.101.90.48/29,eu-south-2,EC2_INSTANCE_CONNECT,eu-south-2
18.202.216.48/29,eu-west-1,EC2_INSTANCE_CONNECT,eu-west-1
3.8.37.24/29,eu-west-2,EC2_INSTANCE_CONNECT,eu-west-2
35.180.112.80/29,eu-west-3,EC2_INSTANCE_CONNECT,eu-west-3
51.16.183.224/29,il-central-1,EC2_INSTANCE_CONNECT,il-central-1
3.29.147.40/29,me-central-1,EC2_INSTANCE_CONNECT,me-central-1
16.24.46.56/29,me-south-1,EC2_INSTANCE_CONNECT,me-south-1
78.12.207.8/29,mx-central-1,EC2_INSTANCE_CONNECT,mx-central-1
18.228.70.32/29,sa-east-1,EC2_INSTANCE_CONNECT,sa-east-1
18.206.107.24/29,us-east-1,EC2_INSTANCE_CONNECT,us-east-1
3.16.146.0/29,us-east-2,EC2_INSTANCE_CONNECT,us-east-2
13.52.6.112/29,us-west-1,EC2_INSTANCE_CONNECT,us-west-1
18.237.140.160/29,us-west-2,EC2_INSTANCE_CONNECT,us-west-2
