dest_ip,metadata_region,metadata_service,metadata_network_border_group
140.179.1.64/27,cn-north-1,CLOUD9,cn-north-1
140.179.1.96/27,cn-north-1,CLOUD9,cn-north-1
140.179.79.160/27,cn-north-1,CLOUD9,cn-north-1
140.179.79.192/27,cn-north-1,CLOUD9,cn-north-1
52.83.25.128/27,cn-northwest-1,CLOUD9,cn-northwest-1
52.83.25.160/27,cn-northwest-1,CLOUD9,cn-northwest-1
13.245.155.128/27,af-south-1,CLOUD9,af-south-1
13.245.155.224/27,af-south-1,CLOUD9,af-south-1
18.163.139.32/27,ap-east-1,CLOUD9,ap-east-1
18.163.201.96/27,ap-east-1,CLOUD9,ap-east-1
18.179.48.128/27,ap-northeast-1,CLOUD9,ap-northeast-1
18.179.48.96/27,ap-northeast-1,CLOUD9,ap-northeast-1
15.164.243.192/27,ap-northeast-2,CLOUD9,ap-northeast-2
15.164.243.32/27,ap-northeast-2,CLOUD9,ap-northeast-2
15.152.24.0/27,ap-northeast-3,CLOUD9,ap-northeast-3
15.152.24.32/27,ap-northeast-3,CLOUD9,ap-northeast-3
13.232.67.128/27,ap-south-1,CLOUD9,ap-south-1
13.232.67.160/27,ap-south-1,CLOUD9,ap-south-1
13.250.186.128/27,ap-southeast-1,CLOUD9,ap-southeast-1
13.250.186.160/27,ap-southeast-1,CLOUD9,ap-southeast-1
13.236.82.128/27,ap-southeast-2,CLOUD9,ap-southeast-2
13.236.82.96/27,ap-southeast-2,CLOUD9,ap-southeast-2
15.222.16.96/27,ca-central-1,CLOUD9,ca-central-1
15.222.43.0/27,ca-central-1,CLOUD9,ca-central-1
18.184.138.224/27,eu-central-1,CLOUD9,eu-central-1
18.184.203.128/27,eu-central-1,CLOUD9,eu-central-1
13.48.186.128/27,eu-north-1,CLOUD9,eu-north-1
13.48.186.160/27,eu-north-1,CLOUD9,eu-north-1
15.161.135.64/27,eu-south-1,CLOUD9,eu-south-1
15.161.135.96/27,eu-south-1,CLOUD9,eu-south-1
34.245.205.0/27,eu-west-1,CLOUD9,eu-west-1
34.245.205.64/27,eu-west-1,CLOUD9,eu-west-1
3.10.127.32/27,eu-west-2,CLOUD9,eu-west-2
3.10.201.64/27,eu-west-2,CLOUD9,eu-west-2
15.188.210.32/27,eu-west-3,CLOUD9,eu-west-3
15.188.210.64/27,eu-west-3,CLOUD9,eu-west-3
51.16.103.32/27,il-central-1,CLOUD9,il-central-1
51.16.183.64/27,il-central-1,CLOUD9,il-central-1
15.185.141.160/27,me-south-1,CLOUD9,me-south-1
15.185.91.32/27,me-south-1,CLOUD9,me-south-1
18.230.46.0/27,sa-east-1,CLOUD9,sa-east-1
18.230.46.32/27,sa-east-1,CLOUD9,sa-east-1
35.172.155.192/27,us-east-1,CLOUD9,us-east-1
35.172.155.96/27,us-east-1,CLOUD9,us-east-1
18.188.9.0/27,us-east-2,CLOUD9,us-east-2
18.188.9.32/27,us-east-2,CLOUD9,us-east-2
13.52.232.224/27,us-west-1,CLOUD9,us-west-1
18.144.158.0/27,us-west-1,CLOUD9,us-west-1
34.217.141.224/27,us-west-2,CLOUD9,us-west-2
34.218.119.32/27,us-west-2,CLOUD9,us-west-2
