dest_ip,metadata_region,metadata_service,metadata_network_border_group
140.179.144.128/25,cn-north-1,API_GATEWAY,cn-north-1
140.179.176.0/23,cn-north-1,API_GATEWAY,cn-north-1
52.81.135.128/25,cn-north-1,API_GATEWAY,cn-north-1
52.81.137.0/24,cn-north-1,API_GATEWAY,cn-north-1
52.81.216.0/23,cn-north-1,API_GATEWAY,cn-north-1
161.189.148.0/23,cn-northwest-1,API_GATEWAY,cn-northwest-1
52.82.127.0/24,cn-northwest-1,API_GATEWAY,cn-northwest-1
69.230.219.0/24,cn-northwest-1,API_GATEWAY,cn-northwest-1
69.235.170.0/23,cn-northwest-1,API_GATEWAY,cn-northwest-1
51.224.184.0/24,eusc-de-east-1,API_GATEWAY,eusc-de-east-1
18.252.56.0/23,us-gov-east-1,API_GATEWAY,us-gov-east-1
18.253.186.0/24,us-gov-east-1,API_GATEWAY,us-gov-east-1
18.254.68.0/23,us-gov-east-1,API_GATEWAY,us-gov-east-1
15.200.141.0/25,us-gov-west-1,API_GATEWAY,us-gov-west-1
15.205.82.0/23,us-gov-west-1,API_GATEWAY,us-gov-west-1
15.205.84.0/23,us-gov-west-1,API_GATEWAY,us-gov-west-1
160.1.128.0/24,us-gov-west-1,API_GATEWAY,us-gov-west-1
3.30.204.0/24,us-gov-west-1,API_GATEWAY,us-gov-west-1
13.244.132.0/23,af-south-1,API_GATEWAY,af-south-1
13.246.70.0/23,af-south-1,API_GATEWAY,af-south-1
16.162.52.0/24,ap-east-1,API_GATEWAY,ap-east-1
16.163.196.0/22,ap-east-1,API_GATEWAY,ap-east-1
16.163.206.0/23,ap-east-1,API_GATEWAY,ap-east-1
18.162.189.0/24,ap-east-1,API_GATEWAY,ap-east-1
18.163.204.0/23,ap-east-1,API_GATEWAY,ap-east-1
43.212.16.0/24,ap-east-2,API_GATEWAY,ap-east-2
18.180.88.0/23,ap-northeast-1,API_GATEWAY,ap-northeast-1
3.112.162.0/23,ap-northeast-1,API_GATEWAY,ap-northeast-1
3.112.96.160/27,ap-northeast-1,API_GATEWAY,ap-northeast-1
35.73.115.128/25,ap-northeast-1,API_GATEWAY,ap-northeast-1
35.75.130.0/24,ap-northeast-1,API_GATEWAY,ap-northeast-1
35.75.131.0/26,ap-northeast-1,API_GATEWAY,ap-northeast-1
35.77.112.0/22,ap-northeast-1,API_GATEWAY,ap-northeast-1
35.77.124.0/23,ap-northeast-1,API_GATEWAY,ap-northeast-1
15.164.156.0/23,ap-northeast-2,API_GATEWAY,ap-northeast-2
15.165.224.0/23,ap-northeast-2,API_GATEWAY,ap-northeast-2
3.38.229.0/25,ap-northeast-2,API_GATEWAY,ap-northeast-2
3.38.248.0/23,ap-northeast-2,API_GATEWAY,ap-northeast-2
3.39.113.0/24,ap-northeast-2,API_GATEWAY,ap-northeast-2
3.39.114.0/23,ap-northeast-2,API_GATEWAY,ap-northeast-2
3.39.116.0/26,ap-northeast-2,API_GATEWAY,ap-northeast-2
3.39.82.128/25,ap-northeast-2,API_GATEWAY,ap-northeast-2
13.208.180.0/24,ap-northeast-3,API_GATEWAY,ap-northeast-3
13.208.194.0/23,ap-northeast-3,API_GATEWAY,ap-northeast-3
15.152.10.0/24,ap-northeast-3,API_GATEWAY,ap-northeast-3
15.152.174.0/23,ap-northeast-3,API_GATEWAY,ap-northeast-3
15.152.176.0/22,ap-northeast-3,API_GATEWAY,ap-northeast-3
13.200.140.0/23,ap-south-1,API_GATEWAY,ap-south-1
13.235.228.0/24,ap-south-1,API_GATEWAY,ap-south-1
13.235.6.0/23,ap-south-1,API_GATEWAY,ap-south-1
3.109.72.0/25,ap-south-1,API_GATEWAY,ap-south-1
3.111.110.0/23,ap-south-1,API_GATEWAY,ap-south-1
