dest_ip,metadata_region,metadata_service,metadata_network_border_group
13.248.68.0/24,eu-central-2,DYNAMODB,eu-central-2
35.71.121.0/24,eu-central-2,DYNAMODB,eu-central-2
35.71.104.0/24,me-central-1,DYNAMODB,me-central-1
13.248.66.0/24,me-central-1,DYNAMODB,me-central-1
52.119.248.0/24,ap-east-1,DYNAMODB,ap-east-1
35.71.107.0/24,ap-east-1,DYNAMODB,ap-east-1
35.71.96.0/24,ap-southeast-3,DYNAMODB,ap-southeast-3
13.248.71.0/24,ap-southeast-3,DYNAMODB,ap-southeast-3
35.71.123.0/24,ca-west-1,DYNAMODB,ca-west-1
13.248.73.0/24,ca-west-1,DYNAMODB,ca-west-1
35.71.113.0/24,eu-south-1,DYNAMODB,eu-south-1
52.94.18.0/24,eu-south-1,DYNAMODB,eu-south-1
35.71.120.0/24,eu-south-2,DYNAMODB,eu-south-2
13.248.65.0/24,eu-south-2,DYNAMODB,eu-south-2
35.71.98.0/24,eu-north-1,DYNAMODB,eu-north-1
52.94.23.0/24,eu-north-1,DYNAMODB,eu-north-1
52.94.16.0/24,eu-west-3,DYNAMODB,eu-west-3
35.71.101.0/24,eu-west-3,DYNAMODB,eu-west-3
35.71.102.0/24,us-east-2,DYNAMODB,us-east-2
52.94.4.0/24,us-east-2,DYNAMODB,us-east-2
35.71.127.0/24,ap-east-2,DYNAMODB,ap-east-2
13.248.78.0/24,ap-east-2,DYNAMODB,ap-east-2
35.71.103.0/24,af-south-1,DYNAMODB,af-south-1
52.94.30.0/24,af-south-1,DYNAMODB,af-south-1
35.71.110.0/24,ap-northeast-3,DYNAMODB,ap-northeast-3
52.94.19.0/24,ap-northeast-3,DYNAMODB,ap-northeast-3
35.71.100.0/24,ap-south-1,DYNAMODB,ap-south-1
52.94.20.0/24,ap-south-1,DYNAMODB,ap-south-1
52.94.9.0/24,us-gov-west-1,DYNAMODB,us-gov-west-1
35.71.116.0/24,us-gov-west-1,DYNAMODB,us-gov-west-1
52.94.15.0/24,eu-west-2,DYNAMODB,eu-west-2
35.71.111.0/24,eu-west-2,DYNAMODB,eu-west-2
52.94.13.0/24,ap-southeast-2,DYNAMODB,ap-southeast-2
35.71.97.0/24,ap-southeast-2,DYNAMODB,ap-southeast-2
52.94.17.0/24,eu-central-1,DYNAMODB,eu-central-1
35.71.105.0/24,eu-central-1,DYNAMODB,eu-central-1
52.94.7.0/24,sa-east-1,DYNAMODB,sa-east-1
35.71.106.0/24,sa-east-1,DYNAMODB,sa-east-1
35.71.125.0/24,mx-central-1,DYNAMODB,mx-central-1
13.248.76.0/24,mx-central-1,DYNAMODB,mx-central-1
13.248.80.0/24,me-west-1,DYNAMODB,me-west-1
52.82.187.0/24,cn-northwest-1,DYNAMODB,cn-northwest-1
43.193.64.0/24,cn-northwest-1,DYNAMODB,cn-northwest-1
13.248.64.0/24,ap-south-2,DYNAMODB,ap-south-2
35.71.108.0/24,ap-south-2,DYNAMODB,ap-south-2
