tld,dest_nt_domain,metadata_link
systems,*.systems,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
sz,*.sz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tab,*.tab,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
taipei,*.taipei,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
talk,*.talk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
taobao,*.taobao,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
target,*.target,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tatamotors,*.tatamotors,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tatar,*.tatar,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tattoo,*.tattoo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tax,*.tax,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
taxi,*.taxi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tc,*.tc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tci,*.tci,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
td,*.td,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tdk,*.tdk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
team,*.team,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tech,*.tech,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
technology,*.technology,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tel,*.tel,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
temasek,*.temasek,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tennis,*.tennis,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
teva,*.teva,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tf,*.tf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tg,*.tg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
th,*.th,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
thd,*.thd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
theater,*.theater,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
theatre,*.theatre,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tiaa,*.tiaa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tickets,*.tickets,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tienda,*.tienda,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tips,*.tips,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tires,*.tires,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tirol,*.tirol,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tj,*.tj,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tjmaxx,*.tjmaxx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tjx,*.tjx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tk,*.tk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tkmaxx,*.tkmaxx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tl,*.tl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tm,*.tm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tmall,*.tmall,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tn,*.tn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
to,*.to,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
today,*.today,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tokyo,*.tokyo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tools,*.tools,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
top,*.top,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
toray,*.toray,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
toshiba,*.toshiba,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
total,*.total,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tours,*.tours,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
town,*.town,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
toyota,*.toyota,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
toys,*.toys,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tr,*.tr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
trade,*.trade,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
trading,*.trading,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
training,*.training,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
travel,*.travel,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
travelers,*.travelers,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
travelersinsurance,*.travelersinsurance,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
trust,*.trust,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
trv,*.trv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tt,*.tt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tube,*.tube,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tui,*.tui,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tunes,*.tunes,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tushu,*.tushu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tv,*.tv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tvs,*.tvs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tw,*.tw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
tz,*.tz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ua,*.ua,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ubank,*.ubank,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ubs,*.ubs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ug,*.ug,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
uk,*.uk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
unicom,*.unicom,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
university,*.university,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
uno,*.uno,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
uol,*.uol,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ups,*.ups,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
us,*.us,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
uy,*.uy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
uz,*.uz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
va,*.va,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vacations,*.vacations,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vana,*.vana,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vanguard,*.vanguard,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vc,*.vc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ve,*.ve,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vegas,*.vegas,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ventures,*.ventures,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
verisign,*.verisign,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
versicherung,*.versicherung,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vet,*.vet,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vg,*.vg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vi,*.vi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
viajes,*.viajes,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
video,*.video,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vig,*.vig,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
viking,*.viking,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
villas,*.villas,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vin,*.vin,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vip,*.vip,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
virgin,*.virgin,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
visa,*.visa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vision,*.vision,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
viva,*.viva,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vivo,*.vivo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vlaanderen,*.vlaanderen,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vn,*.vn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vodka,*.vodka,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
volvo,*.volvo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vote,*.vote,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
voting,*.voting,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
voto,*.voto,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
voyage,*.voyage,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
vu,*.vu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wales,*.wales,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
walmart,*.walmart,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
walter,*.walter,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wang,*.wang,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wanggou,*.wanggou,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
watch,*.watch,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
watches,*.watches,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
weather,*.weather,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
weatherchannel,*.weatherchannel,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
webcam,*.webcam,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
weber,*.weber,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
website,*.website,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wed,*.wed,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wedding,*.wedding,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
weibo,*.weibo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
weir,*.weir,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wf,*.wf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
whoswho,*.whoswho,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wien,*.wien,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wiki,*.wiki,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
williamhill,*.williamhill,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
win,*.win,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
windows,*.windows,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wine,*.wine,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
winners,*.winners,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wme,*.wme,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
woodside,*.woodside,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
work,*.work,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
works,*.works,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
world,*.world,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wow,*.wow,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ws,*.ws,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wtc,*.wtc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
wtf,*.wtf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xbox,*.xbox,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xerox,*.xerox,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xihuan,*.xihuan,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xin,*.xin,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--11b4c3d,*.xn--11b4c3d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--1ck2e1b,*.xn--1ck2e1b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--1qqw23a,*.xn--1qqw23a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--2scrj9c,*.xn--2scrj9c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--30rr7y,*.xn--30rr7y,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--3bst00m,*.xn--3bst00m,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--3ds443g,*.xn--3ds443g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--3e0b707e,*.xn--3e0b707e,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--3hcrj9c,*.xn--3hcrj9c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--3pxu8k,*.xn--3pxu8k,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--42c2d9a,*.xn--42c2d9a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--45br5cyl,*.xn--45br5cyl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--45brj9c,*.xn--45brj9c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--45q11c,*.xn--45q11c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--4dbrk0ce,*.xn--4dbrk0ce,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--4gbrim,*.xn--4gbrim,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--54b7fta0cc,*.xn--54b7fta0cc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--55qw42g,*.xn--55qw42g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--55qx5d,*.xn--55qx5d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--5su34j936bgsg,*.xn--5su34j936bgsg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--5tzm5g,*.xn--5tzm5g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--6frz82g,*.xn--6frz82g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--6qq986b3xl,*.xn--6qq986b3xl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--80adxhks,*.xn--80adxhks,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--80ao21a,*.xn--80ao21a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--80aqecdr1a,*.xn--80aqecdr1a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--80asehdb,*.xn--80asehdb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--80aswg,*.xn--80aswg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--8y0a063a,*.xn--8y0a063a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--90a3ac,*.xn--90a3ac,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--90ae,*.xn--90ae,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--90ais,*.xn--90ais,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--9dbq2a,*.xn--9dbq2a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--9et52u,*.xn--9et52u,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--9krt00a,*.xn--9krt00a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--b4w605ferd,*.xn--b4w605ferd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--bck1b9a5dre4c,*.xn--bck1b9a5dre4c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--c1avg,*.xn--c1avg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--c2br7g,*.xn--c2br7g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--cck2b3b,*.xn--cck2b3b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--cckwcxetd,*.xn--cckwcxetd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--cg4bki,*.xn--cg4bki,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--clchc0ea0b2g2a9gcd,*.xn--clchc0ea0b2g2a9gcd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--czr694b,*.xn--czr694b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--czrs0t,*.xn--czrs0t,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--czru2d,*.xn--czru2d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--d1acj3b,*.xn--d1acj3b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--d1alf,*.xn--d1alf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--e1a4c,*.xn--e1a4c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--eckvdtc9d,*.xn--eckvdtc9d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--efvy88h,*.xn--efvy88h,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fct429k,*.xn--fct429k,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fhbei,*.xn--fhbei,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fiq228c5hs,*.xn--fiq228c5hs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fiq64b,*.xn--fiq64b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fiqs8s,*.xn--fiqs8s,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fiqz9s,*.xn--fiqz9s,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fjq720a,*.xn--fjq720a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--flw351e,*.xn--flw351e,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fpcrj9c3d,*.xn--fpcrj9c3d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fzc2c9e2c,*.xn--fzc2c9e2c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--fzys8d69uvgm,*.xn--fzys8d69uvgm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--g2xx48c,*.xn--g2xx48c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--gckr3f0f,*.xn--gckr3f0f,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--gecrj9c,*.xn--gecrj9c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--gk3at1e,*.xn--gk3at1e,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--h2breg3eve,*.xn--h2breg3eve,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--h2brj9c,*.xn--h2brj9c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--h2brj9c8c,*.xn--h2brj9c8c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--hxt814e,*.xn--hxt814e,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--i1b6b1a6a2e,*.xn--i1b6b1a6a2e,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--imr513n,*.xn--imr513n,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--io0a7i,*.xn--io0a7i,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--j1aef,*.xn--j1aef,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--j1amh,*.xn--j1amh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--j6w193g,*.xn--j6w193g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--jlq480n2rg,*.xn--jlq480n2rg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--jvr189m,*.xn--jvr189m,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--kcrx77d1x4a,*.xn--kcrx77d1x4a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--kprw13d,*.xn--kprw13d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--kpry57d,*.xn--kpry57d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--kput3i,*.xn--kput3i,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--l1acc,*.xn--l1acc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--lgbbat1ad8j,*.xn--lgbbat1ad8j,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgb9awbf,*.xn--mgb9awbf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgba3a3ejt,*.xn--mgba3a3ejt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgba3a4f16a,*.xn--mgba3a4f16a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgba7c0bbn0a,*.xn--mgba7c0bbn0a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbaam7a8h,*.xn--mgbaam7a8h,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbab2bd,*.xn--mgbab2bd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbah1a3hjkrd,*.xn--mgbah1a3hjkrd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbai9azgqp6j,*.xn--mgbai9azgqp6j,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbayh7gpa,*.xn--mgbayh7gpa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbbh1a,*.xn--mgbbh1a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbbh1a71e,*.xn--mgbbh1a71e,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbc0a9azcg,*.xn--mgbc0a9azcg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbca7dzdo,*.xn--mgbca7dzdo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbcpq6gpa1a,*.xn--mgbcpq6gpa1a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgberp4a5d4ar,*.xn--mgberp4a5d4ar,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbgu82a,*.xn--mgbgu82a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbi4ecexp,*.xn--mgbi4ecexp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbpl2fh,*.xn--mgbpl2fh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbt3dhd,*.xn--mgbt3dhd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbtx2b,*.xn--mgbtx2b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mgbx4cd0ab,*.xn--mgbx4cd0ab,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mix891f,*.xn--mix891f,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mk1bu44c,*.xn--mk1bu44c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--mxtq1m,*.xn--mxtq1m,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--ngbc5azd,*.xn--ngbc5azd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--ngbe9e0a,*.xn--ngbe9e0a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--ngbrx,*.xn--ngbrx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--node,*.xn--node,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--nqv7f,*.xn--nqv7f,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--nqv7fs00ema,*.xn--nqv7fs00ema,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--nyqy26a,*.xn--nyqy26a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--o3cw4h,*.xn--o3cw4h,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--ogbpf8fl,*.xn--ogbpf8fl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--otu796d,*.xn--otu796d,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--p1acf,*.xn--p1acf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--p1ai,*.xn--p1ai,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--pgbs0dh,*.xn--pgbs0dh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--pssy2u,*.xn--pssy2u,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--q7ce6a,*.xn--q7ce6a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--q9jyb4c,*.xn--q9jyb4c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--qcka1pmc,*.xn--qcka1pmc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--qxa6a,*.xn--qxa6a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--qxam,*.xn--qxam,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--rhqv96g,*.xn--rhqv96g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--rovu88b,*.xn--rovu88b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--rvc1e0am3e,*.xn--rvc1e0am3e,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--s9brj9c,*.xn--s9brj9c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--ses554g,*.xn--ses554g,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--t60b56a,*.xn--t60b56a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--tckwe,*.xn--tckwe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--tiq49xqyj,*.xn--tiq49xqyj,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--unup4y,*.xn--unup4y,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--vermgensberater-ctb,*.xn--vermgensberater-ctb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--vermgensberatung-pwb,*.xn--vermgensberatung-pwb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--vhquv,*.xn--vhquv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--vuq861b,*.xn--vuq861b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--w4r85el8fhu5dnra,*.xn--w4r85el8fhu5dnra,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--w4rs40l,*.xn--w4rs40l,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--wgbh1c,*.xn--wgbh1c,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--wgbl6a,*.xn--wgbl6a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--xhq521b,*.xn--xhq521b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--xkc2al3hye2a,*.xn--xkc2al3hye2a,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--xkc2dl3a5ee0h,*.xn--xkc2dl3a5ee0h,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--y9a3aq,*.xn--y9a3aq,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--yfro4i67o,*.xn--yfro4i67o,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--ygbi2ammx,*.xn--ygbi2ammx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xn--zfr164b,*.xn--zfr164b,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xxx,*.xxx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
xyz,*.xyz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
