tld,dest_nt_domain,metadata_link
equipment,*.equipment,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
er,*.er,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ericsson,*.ericsson,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
erni,*.erni,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
es,*.es,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
esq,*.esq,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
estate,*.estate,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
et,*.et,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
eu,*.eu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
eurovision,*.eurovision,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
eus,*.eus,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
events,*.events,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
exchange,*.exchange,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
expert,*.expert,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
exposed,*.exposed,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
express,*.express,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
extraspace,*.extraspace,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fage,*.fage,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fail,*.fail,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fairwinds,*.fairwinds,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
faith,*.faith,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
family,*.family,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fan,*.fan,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fans,*.fans,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
farm,*.farm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
farmers,*.farmers,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fashion,*.fashion,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fast,*.fast,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fedex,*.fedex,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
feedback,*.feedback,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ferrari,*.ferrari,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ferrero,*.ferrero,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fi,*.fi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fidelity,*.fidelity,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fido,*.fido,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
film,*.film,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
final,*.final,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
finance,*.finance,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
financial,*.financial,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fire,*.fire,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
firestone,*.firestone,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
firmdale,*.firmdale,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fish,*.fish,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fishing,*.fishing,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fit,*.fit,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fitness,*.fitness,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fj,*.fj,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fk,*.fk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
flickr,*.flickr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
flights,*.flights,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
flir,*.flir,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
florist,*.florist,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
flowers,*.flowers,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fly,*.fly,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fm,*.fm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fo,*.fo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
foo,*.foo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
food,*.food,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
football,*.football,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ford,*.ford,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
forex,*.forex,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
forsale,*.forsale,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
forum,*.forum,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
foundation,*.foundation,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fox,*.fox,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fr,*.fr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
free,*.free,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fresenius,*.fresenius,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
frl,*.frl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
frogans,*.frogans,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
frontier,*.frontier,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ftr,*.ftr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fujitsu,*.fujitsu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fun,*.fun,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fund,*.fund,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
furniture,*.furniture,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
futbol,*.futbol,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
fyi,*.fyi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ga,*.ga,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gal,*.gal,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gallery,*.gallery,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gallo,*.gallo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gallup,*.gallup,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
game,*.game,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
games,*.games,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gap,*.gap,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
garden,*.garden,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gay,*.gay,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gb,*.gb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gbiz,*.gbiz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gd,*.gd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gdn,*.gdn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ge,*.ge,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gea,*.gea,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gent,*.gent,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
genting,*.genting,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
george,*.george,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gf,*.gf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gg,*.gg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ggee,*.ggee,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gh,*.gh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gi,*.gi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gift,*.gift,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gifts,*.gifts,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gives,*.gives,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
giving,*.giving,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gl,*.gl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
glass,*.glass,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gle,*.gle,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
global,*.global,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
globo,*.globo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gm,*.gm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gmail,*.gmail,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gmbh,*.gmbh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gmo,*.gmo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gmx,*.gmx,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gn,*.gn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
godaddy,*.godaddy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gold,*.gold,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
goldpoint,*.goldpoint,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
golf,*.golf,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
goodyear,*.goodyear,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
goog,*.goog,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
google,*.google,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gop,*.gop,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
got,*.got,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gov,*.gov,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gp,*.gp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gq,*.gq,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gr,*.gr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
grainger,*.grainger,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
graphics,*.graphics,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gratis,*.gratis,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
green,*.green,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gripe,*.gripe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
grocery,*.grocery,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
group,*.group,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gs,*.gs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gt,*.gt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gu,*.gu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gucci,*.gucci,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
guge,*.guge,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
guide,*.guide,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
guitars,*.guitars,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
guru,*.guru,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gw,*.gw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
gy,*.gy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hair,*.hair,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hamburg,*.hamburg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hangout,*.hangout,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
haus,*.haus,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hbo,*.hbo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hdfc,*.hdfc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hdfcbank,*.hdfcbank,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
health,*.health,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
healthcare,*.healthcare,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
help,*.help,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
helsinki,*.helsinki,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
here,*.here,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hermes,*.hermes,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hiphop,*.hiphop,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hisamitsu,*.hisamitsu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hitachi,*.hitachi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hiv,*.hiv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hk,*.hk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hkt,*.hkt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hm,*.hm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hn,*.hn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hockey,*.hockey,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
holdings,*.holdings,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
holiday,*.holiday,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
homedepot,*.homedepot,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
homegoods,*.homegoods,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
homes,*.homes,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
homesense,*.homesense,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
honda,*.honda,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
horse,*.horse,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hospital,*.hospital,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
host,*.host,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hosting,*.hosting,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hot,*.hot,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hotels,*.hotels,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hotmail,*.hotmail,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
house,*.house,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
how,*.how,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hr,*.hr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hsbc,*.hsbc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ht,*.ht,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hu,*.hu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hughes,*.hughes,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hyatt,*.hyatt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
hyundai,*.hyundai,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ibm,*.ibm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
icbc,*.icbc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ice,*.ice,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
icu,*.icu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
id,*.id,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ie,*.ie,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ieee,*.ieee,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ifm,*.ifm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ikano,*.ikano,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
il,*.il,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
im,*.im,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
imamat,*.imamat,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
imdb,*.imdb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
immo,*.immo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
immobilien,*.immobilien,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
in,*.in,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
inc,*.inc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
industries,*.industries,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
infiniti,*.infiniti,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
info,*.info,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ing,*.ing,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ink,*.ink,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
institute,*.institute,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
insurance,*.insurance,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
insure,*.insure,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
int,*.int,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
international,*.international,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
intuit,*.intuit,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
investments,*.investments,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
io,*.io,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ipiranga,*.ipiranga,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
iq,*.iq,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ir,*.ir,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
irish,*.irish,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
is,*.is,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ismaili,*.ismaili,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ist,*.ist,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
istanbul,*.istanbul,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
it,*.it,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
itau,*.itau,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
itv,*.itv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jaguar,*.jaguar,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
java,*.java,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jcb,*.jcb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
je,*.je,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jeep,*.jeep,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jetzt,*.jetzt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jewelry,*.jewelry,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jio,*.jio,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jll,*.jll,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jm,*.jm,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jmp,*.jmp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jnj,*.jnj,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jo,*.jo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jobs,*.jobs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
joburg,*.joburg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jot,*.jot,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
joy,*.joy,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jp,*.jp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jpmorgan,*.jpmorgan,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
jprs,*.jprs,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
juegos,*.juegos,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
juniper,*.juniper,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kaufen,*.kaufen,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kddi,*.kddi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ke,*.ke,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kerryhotels,*.kerryhotels,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kerryproperties,*.kerryproperties,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kfh,*.kfh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kg,*.kg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kh,*.kh,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ki,*.ki,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kia,*.kia,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kids,*.kids,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kim,*.kim,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kindle,*.kindle,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kitchen,*.kitchen,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kiwi,*.kiwi,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
km,*.km,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kn,*.kn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
koeln,*.koeln,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
komatsu,*.komatsu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kosher,*.kosher,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kp,*.kp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kpmg,*.kpmg,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kpn,*.kpn,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kr,*.kr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
krd,*.krd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kred,*.kred,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kuokgroup,*.kuokgroup,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kw,*.kw,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ky,*.ky,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kyoto,*.kyoto,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
kz,*.kz,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
la,*.la,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lacaixa,*.lacaixa,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lamborghini,*.lamborghini,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lamer,*.lamer,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
land,*.land,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
landrover,*.landrover,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lanxess,*.lanxess,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lasalle,*.lasalle,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lat,*.lat,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
latino,*.latino,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
latrobe,*.latrobe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
law,*.law,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lawyer,*.lawyer,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lb,*.lb,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lc,*.lc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lds,*.lds,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lease,*.lease,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
leclerc,*.leclerc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lefrak,*.lefrak,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
legal,*.legal,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lego,*.lego,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lexus,*.lexus,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lgbt,*.lgbt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
li,*.li,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lidl,*.lidl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
life,*.life,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lifeinsurance,*.lifeinsurance,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lifestyle,*.lifestyle,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lighting,*.lighting,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
like,*.like,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lilly,*.lilly,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
limited,*.limited,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
limo,*.limo,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lincoln,*.lincoln,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
link,*.link,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
live,*.live,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
living,*.living,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lk,*.lk,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
llc,*.llc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
llp,*.llp,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
loan,*.loan,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
loans,*.loans,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
locker,*.locker,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
locus,*.locus,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lol,*.lol,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
london,*.london,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lotte,*.lotte,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lotto,*.lotto,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
love,*.love,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lpl,*.lpl,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lplfinancial,*.lplfinancial,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lr,*.lr,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ls,*.ls,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lt,*.lt,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ltd,*.ltd,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ltda,*.ltda,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lu,*.lu,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lundbeck,*.lundbeck,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
luxe,*.luxe,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
luxury,*.luxury,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
lv,*.lv,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ly,*.ly,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
ma,*.ma,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
madrid,*.madrid,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
maif,*.maif,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
maison,*.maison,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
makeup,*.makeup,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
man,*.man,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
management,*.management,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mango,*.mango,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
map,*.map,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
market,*.market,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
marketing,*.marketing,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
markets,*.markets,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
marriott,*.marriott,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
marshalls,*.marshalls,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mattel,*.mattel,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mba,*.mba,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mc,*.mc,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
mckinsey,*.mckinsey,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
md,*.md,https://data.iana.org/TLD/tlds-alpha-by-domain.txt
