extension_id,publisher_id,extension_name,metadata_comment,metadata_severity,metadata_category,metadata_source,metadata_reference,metadata_status,removal_date,source_reason,last_updated_utc,merged_sources
cryptninjaswap.cryptoninja-shuriken-dojo,cryptninjaswap,cryptoninja-shuriken-dojo,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-03,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
ctk.commandlist-enhanced,ctk,commandlist-enhanced,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-12,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
cuijiudai.i18n-ally-vue,cuijiudai,i18n-ally-vue,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
cuitianze.turbo-console-log-with-emoji,cuitianze,turbo-console-log-with-emoji,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-10,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
cyrilproletuzi.angular-schematics-pro,cyrilproletuzi,angular-schematics-pro,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-09,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
d0whc3r.better-find-unused-exports,d0whc3r,better-find-unused-exports,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
daelmaak.next-error,daelmaak,next-error,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DaMaoCloud.damao-aie,DaMaoCloud,damao-aie,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-01,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Damilola.azure-devops-pipelines,Damilola,azure-devops-pipelines,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-24,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
danieloaks.rest-client-do,danieloaks,rest-client-do,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
danlt2k.sarif-monitor-v000,danlt2k,sarif-monitor-v000,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-05-02,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DarshanChauhan.tm-workitem-tab,DarshanChauhan,tm-workitem-tab,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-14,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DATEx2.vscode-gutter-preview-by-datex2l,DATEx2,vscode-gutter-preview-by-datex2l,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-25,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
day253.data-scientist-development-pack,day253,data-scientist-development-pack,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
day253.system-engineer-development-pack,day253,system-engineer-development-pack,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
day253.system-information-status-bar,day253,system-information-status-bar,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
deadman.old-drkryz-theme,deadman,old-drkryz-theme,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
dechuen-lee.tailwindcss-intellisense-auto-space,dechuen-lee,tailwindcss-intellisense-auto-space,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-09,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
deciosfernandes.git-auto-set-config,deciosfernandes,git-auto-set-config,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-28,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
dengfy3.dengfy3,dengfy3,dengfy3,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DevCatppuccinpro.catppuccin-pro-vsc,DevCatppuccinpro,catppuccin-pro-vsc,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
devCharles5277.git-commit-plugin-with-gitmoji,devCharles5277,git-commit-plugin-with-gitmoji,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
devCharles5277.primevue-helper-zh-tw,devCharles5277,primevue-helper-zh-tw,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
devCHOUZZ.vscode-better-align-pro,devCHOUZZ,vscode-better-align-pro,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
devcoreAi-Coding-Agent.devcoreai-agent,devcoreAi-Coding-Agent,devcoreai-agent,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-05-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
devolutionsinc.devolutions-powershell-universal,devolutionsinc,devolutions-powershell-universal,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
devSparkle.luau-lsp-overtur,devSparkle,luau-lsp-overtur,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-01-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
devxlogan.jetbrains-rider-new-ui-theme-fixed,devxlogan,jetbrains-rider-new-ui-theme-fixed,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-03,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Dhakshinesh.sfdx-package-xml-generator-by-dk,Dhakshinesh,sfdx-package-xml-generator-by-dk,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
diamond.diamond,diamond,diamond,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
diegofernandezpandiello.super-elixir-ls,diegofernandezpandiello,super-elixir-ls,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-29,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DiegoPandiello.aws-srp-rest-client,DiegoPandiello,aws-srp-rest-client,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-25,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DiegoPandiello.elixir-ls-test-args,DiegoPandiello,elixir-ls-test-args,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-25,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DigitalJSMTUGroup.digitaljsmtu,DigitalJSMTUGroup,digitaljsmtu,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DipakParmar.cumulusci,DipakParmar,cumulusci,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
dloux.i18n-ally-skip-duplicate,dloux,i18n-ally-skip-duplicate,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DonJayamne.DonJayamne,DonJayamne,DonJayamne,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-14,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Doro2.dart-flutter-export-no-comments,Doro2,dart-flutter-export-no-comments,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DoroKPNC.dart-flutter-export-helper,DoroKPNC,dart-flutter-export-helper,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DoroKPNC.dart-flutter-exports-local,DoroKPNC,dart-flutter-exports-local,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
dorry.smart-json,dorry,smart-json,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
dotatong.wt-prettier-vscode,dotatong,wt-prettier-vscode,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DoveAz.gitmojisense,DoveAz,gitmojisense,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
drzorm.vscode-fast-folder-structure-custom,drzorm,vscode-fast-folder-structure-custom,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
duailibe.miniprettier,duailibe,miniprettier,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
duanyll.image-gallery,duanyll,image-gallery,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-03,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
DylanRampage.prettier-optimized,DylanRampage,prettier-optimized,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-05-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
dywsy21.latex-previewer-minor-fixes,dywsy21,latex-previewer-minor-fixes,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
ebextensions.clang-format-2025,ebextensions,clang-format-2025,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
ecostadelle.cython-syntax-fixed,ecostadelle,cython-syntax-fixed,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-21,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Eddy.eddy-stellaris-cwt,Eddy,eddy-stellaris-cwt,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-14,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
electropol-fr.vscode-drawio-VFS,electropol-fr,vscode-drawio-VFS,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-14,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
embedd-team.embedd-build-analyzer,embedd-team,embedd-build-analyzer,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
embedd-team.embedd-cortex-debug,embedd-team,embedd-cortex-debug,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
embedd-team.embedd-peripheral-viewer,embedd-team,embedd-peripheral-viewer,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
embedd-team.embedd-project-manager,embedd-team,embedd-project-manager,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
embeddteam.embedded-build-analyzer,embeddteam,embedded-build-analyzer,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-15,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
embeddteam.embedded-cortex-debug,embeddteam,embedded-cortex-debug,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-15,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
embeddteam.embeddedprojectmanager,embeddteam,embeddedprojectmanager,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-15,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
emersxw.min-theme-emersxw,emersxw,min-theme-emersxw,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Eneve.genscript-eneve,Eneve,genscript-eneve,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-25,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
env.Better-dotenv,env,Better-dotenv,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-09,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
env.Javascript-snippets-plus,env,Javascript-snippets-plus,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-09,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Eradani.eradani-assist,Eradani,eradani-assist,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
esbenpp.pretier-vscodee,esbenpp,pretier-vscodee,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-10-29,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
EXyang.cpp-project-config-ch,EXyang,cpp-project-config-ch,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-20,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fab1can.docker-compose-fixed,fab1can,docker-compose-fixed,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-02,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fadizant.terminal-commands-2026,fadizant,terminal-commands-2026,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fecet.vscode-neovim-fecet,fecet,vscode-neovim-fecet,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
ferrymo.intellij-idea-new-ui-pretty-ferrymo,ferrymo,intellij-idea-new-ui-pretty-ferrymo,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
FlowIndex.flowindex-cadence,FlowIndex,flowindex-cadence,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-01,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fortune.investment-assistant,fortune,investment-assistant,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fq.markdown-checkbox-with-timestamp-at-creation,fq,markdown-checkbox-with-timestamp-at-creation,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
FrancescoOrtu.slurm-dashboard-orfeo,FrancescoOrtu,slurm-dashboard-orfeo,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
FrancoisLe.cmake-tools-with-post-configure-task,FrancoisLe,cmake-tools-with-post-configure-task,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
Frankie.vscodium-change-case,Frankie,vscodium-change-case,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-19,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
frunoob.ankimini,frunoob,ankimini,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-09,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fsiovn.ai-autocomplete,fsiovn,ai-autocomplete,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fsiovn.autocomplete-copilot,fsiovn,autocomplete-copilot,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fsiovn.chat-provider,fsiovn,chat-provider,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fsiovn.coper-copilot,fsiovn,coper-copilot,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fsiovn.copilot-provider,fsiovn,copilot-provider,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
funkyproject.vscode-phpunit-funky-fork,funkyproject,vscode-phpunit-funky-fork,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-18,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
funovus.dcei-vscode-teal,funovus,dcei-vscode-teal,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-10,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
funovus.dceilua,funovus,dceilua,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-04-10,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
fyzhu.git-pretty-graph,fyzhu,git-pretty-graph,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-04,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
gabrielbotan.gruvbox-vim,gabrielbotan,gruvbox-vim,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-20,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
genon.cline-for-genos,genon,cline-for-genos,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-03-11,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
gerson577.turbo-console-log-modify,gerson577,turbo-console-log-modify,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2025-12-10,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
gglin001-vscode.vscode-mlir-custom,gglin001-vscode,vscode-mlir-custom,Removed from VS Marketplace: Impersonation.,high,impersonation,microsoft_removed_packages,https://github.com/microsoft/vsmarketplace/blob/main/RemovedPackages.md,removed_marketplace,2026-02-16,Impersonation,2026-05-06T13:57:50+00:00,microsoft_removed_packages
