service_name,service_path,metadata_tool_name,metadata_tool_category,metadata_tool_type,metadata_severity,metadata_comment,metadata_reference
LiveLet_*,,LiveLet,RMM,greyware_tool,medium,Remote access tool abused by Threat actors,https://www.virustotal.com/gui/file/5bf64ca6cc54cc77b9ccd8800dd436176b1e609418ad3aaa5fdf710ac6a25262/behavior
